id,title,author,url,fulltext_url,archive_url,entry_type,date,publisher,series,ISSN,ISBN,DOI,QID,volume,issue,pages,edition,language,license,key_type,taxon,scope,region,complete,target_taxa,part_of,,,,,,,,,,,
B657,"Earwigs (Dermaptera) of South Carolina, with a key to the eastern North American species and a checklist of the North American fauna",Kevin M Hoffman,https://www.biodiversitylibrary.org/part/91883,https://www.biodiversitylibrary.org/page/16262455,,print,1987,Entomological Society of Washington,Proceedings of the Entomological Society of Washington,,,,,89,,,,en-US,CC-BY-NC-SA-3.0,key; reference; checklist,Dermaptera,,"America, USA, SC",TRUE,species,,,,,,,,,,,,
B658,Orthoptéroïdes,Lucien Chopard,,http://www.faunedefrance.org/bibliotheque/docs/L.CHOPARD(FdeFr56)Orthopteroides.pdf,,print,1951,Fédération Française des Sociétés de Sciences Naturelles,Faune de France,0374-762X,,,,56,,358,,fr-FR,CC-BY-NC-SA-2.0-FR,key; reference,Polyneoptera,,"Europe, France",TRUE,species,,,,,,,,,,,,
B659,Orthoptêres et Dermaptêres,Lucien Chopard,,http://faunedefrance.org/bibliotheque/docs/L.CHOPARD(FdeFr03)Orthopteres-Dermapteres.pdf,,print,1922,Fédération Française des Sociétés de Sciences Naturelles,Faune de France,0374-762X,,,,3,,200,,fr-FR,CC-BY-NC-SA-2.0-FR,key; reference,Orthoptera; Dermaptera,,"Europe, France",TRUE,species,,,,,,,,,,,,
B660,A Monograph of the British Orthoptera,William John Lucas,https://doi.org/10.5962/bhl.title.1705,https://www.biodiversitylibrary.org/item/16773,,print,1920,Ray Society,,,,10.5962/bhl.title.1705,,,,264,,en-UK,<public domain>,key; reference,Orthoptera,,"Europe, UK",TRUE,species,,,,,,,,,,,,
B661,Natuurpunt Lampyris,,http://users.telenet.be/lampyris/lampyris/determinatietabellen.htm,http://users.telenet.be/lampyris/lampyris/determinatietabellen.htm,https://web.archive.org/web/20200808203848/http://users.telenet.be/lampyris/lampyris/determinatietabellen.htm,online,2007,,,,,,,,,,,nl-BE,,collection,Arthropoda,,"Europe, Belgium, Ardennes",FALSE,,,,,,,,,,,,,
B662,Determinatiesleutel tot bepaling van de klasse der geleedpotigen,,http://users.telenet.be/lampyris/lampyris/geleedpotigen.htm,http://users.telenet.be/lampyris/lampyris/geleedpotigen.htm,https://web.archive.org/web/20110316083530/http://users.telenet.be/lampyris/lampyris/geleedpotigen.htm,online,2007,,,,,,,,,,,nl-BE,,key; collection,Arthropoda,,-,TRUE,class,B661,,,,,,,,,,,
B663,Arachnida,Gie Wyckmans; Dragon Research & Development,https://spinnenman.tripod.com/Arachnida/ArachnidaKey.htm#Artoned,https://spinnenman.tripod.com/Arachnida/ArachnidaKey.htm#Artidkey,https://web.archive.org/web/20110214095501/http://spinnenman.tripod.com/Arachnida/ArachnidaKey.htm#Artoned,online,1999,,,,,,,,,,,en; nl,,key,Arachnida,,-,TRUE,order,B662,,,,,,,,,,,
B664,"Crustacea, the Higher Taxa",J K Lowry; P B Berents; R T Springthorpe,,,https://web.archive.org/web/20190320092845/http://crustacea.net:80/crustace/ident.htm,online,,Australian Museum,,,,,,,,,,en,,key,Crustacea,,-,,,B662,,,,,,,,,,,
B665,"Cle pratique d'Identification des groupes de myriapodes [Diplopoda, Pauropoda, Symphyla, Chilopoda]",Jean-Jacques Geoffroy,,,https://web.archive.org/web/20070221203457/http://www.mnhn.fr/assoc/myriapoda/CLEMYRIA.HTM,online,2000,MNHN,,,,,,,,,,fr-FR,,key,Myriapoda,,-,TRUE,class; order,B662,,,,,,,,,,,
B666,Determinatiesleutel tot bepaling van de insectenorde,,http://users.telenet.be/lampyris/lampyris/insectenordes.htm,http://users.telenet.be/lampyris/lampyris/insectenordes.htm,https://web.archive.org/web/20200813235829/http://users.telenet.be/lampyris/lampyris/insectenordes.htm,online,2007,,,,,,,,,,,nl-BE,,key; collection,Hexapoda,,-,TRUE,order,B661; B662,,,,,,,,,,,
B667,Saltabel,,,,https://web.archive.org/web/20051028110301/http://www.saltabel.org/Default.htm,online,2004,,,,,,,,,,,nl; fr,,reference,Orthoptera,,"Europe, Benelux",TRUE,species,B666,,,,,,,,,,,
B668,Sprinkhanen en krekels van België: Determinatietabel voor beginners en gevorderden,Hendrik Devriese,,,https://web.archive.org/web/20050504140645/http://www.saltabel.org/DeterminatietabelKlein.pdf,print,1992-11,JNM; JBU,,,,,,,,24,2,nl-BE,,key,Orthoptera,,"Europe, Belgium",,species,,,,,,,,,,,,
B669,British Insects,Leslie Watson; M J Dallwitz,https://www.delta-intkey.com/britin/index.htm,,,online,,,,,,,,,,,,en-UK,,collection,Insecta,,"Europe, UK",FALSE,,,,,,,,,,,,,
B670,Determinatiesleutel voor oorwormen,,http://users.telenet.be/lampyris/lampyris/oorwormen.htm,http://users.telenet.be/lampyris/lampyris/oorwormen.htm,https://web.archive.org/web/20200808010031/http://users.telenet.be/lampyris/lampyris/oorwormen.htm,online,2007,,,,,,,,,,,nl-BE,,key,Dermaptera,,"Europe, Belgium, Ardennes",TRUE,species,B661,,,,,,,,,,,
B671,Syrphidae tabellen,Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/zv_index.html,online,2005-10-04,,,,,,,,,,,nl-NL,,collection,Syrphidae,,Europe,FALSE,,B661,,,,,,,,,,,
B672,Genera tabel,Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/genera/genera.html,online,2002-04-14,,,,,,,,,,1,en,,key,Syrphidae,,"Europe, Northwestern",TRUE,genus,B671,,,,,,,,,,,
B673,Brachyopa key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20010708162232/http://home.hccnet.nl/mp.van.veen/KEYS/Brachyopa/brop_key.html,online,2001-04-21,,,,,,,,,,2,en,,key,Brachyopa,,Europe,TRUE,species,B671,,,,,,,,,,,
B674,Brachyopa key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20050324093621/http://home.hccnet.nl:80/mp.van.veen/KEYS/Brachyopa/brop_key.html,online,2005-01-30,,,,,,,,,,3,en,,key,Brachyopa,,Europe,TRUE,species,B671,,,,,,,,,,,
B675,Callicera key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Callicera/calli_key.html,online,2001-04-21,,,,,,,,,,1,en,,key,Callicera,,?,TRUE,species,B671,,,,,,,,,,,
B676,Cheilosia key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Cheilosia/chei_key.html,online,2001-10-14,,,,,,,,,,1,en,,key,Cheilosia,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B677,Chrysogaster&Melanogaster key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20010708164433/http://home.hccnet.nl/mp.van.veen/KEYS/chyg_key.html,online,1996-12-27,,,,,,,,,,1,en,,key,Chrysogaster; Melanogaster,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B678,Chrysogaster&Melanogaster key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20010708162722/http://home.hccnet.nl:80/mp.van.veen/KEYS/chyg_key.html,online,2001-04-13,,,,,,,,,,2,en,,key,Chrysogaster; Melanogaster,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B679,Chrysogaster&Melanogaster key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Chrysogaster/chyg_key.html,online,2001-11-19,,,,,,,,,,4,en,,key,Chrysogaster; Melanogaster,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B680,Chrysotoxum key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20010708162722/http://home.hccnet.nl:80/mp.van.veen/KEYS/Chrysotoxum/chytox_key.html,online,2001-03-21,,,,,,,,,,1,en,,key,Chrysotoxum,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B681,Chrysotoxum key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Chrysotoxum/chytox_key.html,online,2001-07-12,,,,,,,,,,2,en,,key,Chrysotoxum,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B682,Dasysyrphus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Dasysyrphus/dasy_key.html,online,2001-12-16,,,,,,,,,,1,en,,key,Dasysyrphus,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B683,Epistrophe key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Epistrophe/epst_key.html,online,2001-12-06,,,,,,,,,,1,en,,key,Epistrophe,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B684,Eristalis key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20040307120758/http://home.hccnet.nl/mp.van.veen/KEYS/Eristalis/erist_ws.htm,online,1998-12-30,,,,,,,,,,1,en,,key,Eristalis,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B685,Eristalis key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Eristalis/eristkey.html,online,2004-06-03,,,,,,,,,,2,en,,key,Eristalis,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B686,Eumerus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20010708162722/http://home.hccnet.nl:80/mp.van.veen/KEYS/Eumerus/eume_key.html,online,2001-07-01,,,,,,,,,,3,en,,key,Eumerus,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B687,Eumerus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Eumerus/eume_key.html,online,2001-07-12,,,,,,,,,,4,en,,key,Eumerus,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B688,Eupeodes key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20040225091858/http://home.hccnet.nl:80/mp.van.veen/KEYS/Eupeodes/eupesleu.html,online,,,,,,,,,,,1,en,,key,Eupeodes,,"Europe, Netherlands; Europe, Belgium",TRUE,species,B671,,,,,,,,,,,
B689,Lejogaster key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Lejogaster/lejo_key.html,online,,,,,,,,,,,1,en,,key,Lejogaster,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B690,Melanostoma key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Melanostoma/Mnst_key.html,online,,,,,,,,,,,1,en,,key,Melanostoma,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B691,Merodon key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Merodon/mero_key.html,online,2004-12-31,,,,,,,,,,1,en,,key,Merodon,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B692,Neoascia key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Neoascia/nasc_key.html,online,,,,,,,,,,,1,en,,key,Neoascia,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B693,Neocnemadon en Heringia key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Neocnemadon/neoc_key.html,online,2001-10-24,,,,,,,,,,1,en,,key,Neocnemadon; Heringia,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B694,Orthonevra key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Orthonevra/orne_key.html,online,,,,,,,,,,,1,en,,key,Orthonevra,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B695,Paragus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Paragus/prgs_key.html,online,2001-12-06,,,,,,,,,,1,en,,key,Paragus,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B696,Parhelophilus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Parhelophilus/parh_key.html,online,2001-02-11,,,,,,,,,,1,en,,key,Parhelophilus,,Europe,TRUE,species,B671,,,,,,,,,,,
B697,Parasyrphus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Parasyrphus/Pasy_key.html,online,,,,,,,,,,,1,en,,key,Parasyrphus,,?,TRUE,species,B671,,,,,,,,,,,
B698,Pipizella key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Pipizella/ppzl_key.html,online,2001-12-06,,,,,,,,,,1,en,,key,Pipizella,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B699,Platycheirus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20041209181541/http://home.hccnet.nl:80/mp.van.veen/KEYS/Platycheirus/pltch_key.html,online,2002-02-14,,,,,,,,,,3,en,,key,Platycheirus,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B700,Platycheirus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Platycheirus/pltch_key.html,online,2004-01-30,,,,,,,,,,4,en,,key,Platycheirus,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B701,Rhingia key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Rhingia/rhin_key.html,online,2001-03-21,,,,,,,,,,1,en,,key,Rhingia,,Europe,TRUE,species,B671,,,,,,,,,,,
B702,Scaeva key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Scaeva/scae_key.html,online,2001-03-21,,,,,,,,,,1,en,,key,Scaeva,,Europe,TRUE,species,B671,,,,,,,,,,,
B703,Sericomyia key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Sericomyia/seri_key.html,online,,,,,,,,,,,1,en,,key,Sericomyia,,Europe,TRUE,species,B671,,,,,,,,,,,
B704,Sphaerophoria key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20040225091858/http://home.hccnet.nl:80/mp.van.veen/KEYS/Sphaerophoria/spha_key.html,online,2001-02-14,,,,,,,,,,3,en,,key,Sphaerophoria,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B705,Sphaerophoria key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Sphaerophoria/spha_key.html,online,2004-05-30,,,,,,,,,,4,en,,key,Sphaerophoria,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B706,Sphegina key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Sphegina/spheg_key.html,online,2001-04-21,,,,,,,,,,1,en,,key,Sphegina,,Europe,TRUE,species,B671,,,,,,,,,,,
B707,Spilomyia key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Spilomyia/Spilokey.html,online,2001-01-27,,,,,,,,,,2,en,,key,Spilomyia,,Europe,TRUE,species,B671,,,,,,,,,,,
B708,Syritta key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Syritta/syri_key.html,online,2004-12-31,,,,,,,,,,1,en,,key,Syritta,,Europe,TRUE,species,B671,,,,,,,,,,,
B709,Syrphus key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20040812195846/http://home.hccnet.nl:80/mp.van.veen/KEYS/Syrphus/syrp_key.html,online,2001-03-21,,,,,,,,,,1,en,,key,Syrphus,,Europe,TRUE,species,B671,,,,,,,,,,,
B710,Temnostoma key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20050402083955/http://home.hccnet.nl:80/mp.van.veen/KEYS/Temnostoma/temn_key.html,online,2005-02-25,,,,,,,,,,1,en,,key,Temnostoma,,Europe,TRUE,species,B671,,,,,,,,,,,
B711,Volucella key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Volucella/volu_key.html,online,,,,,,,,,,,1,en,,key,Volucella,,"Europe, Northwestern",TRUE,species,B671,,,,,,,,,,,
B712,Xylotini key (Diptera: Syrphidae),Mark P van Veen,,,https://web.archive.org/web/20070426193105/http://home.hccnet.nl:80/mp.van.veen/KEYS/Xylota/xylotini_key.html,online,2001-02-11,,,,,,,,,,1,en,,key,Xylotini,,Europe,TRUE,species,B671,,,,,,,,,,,
B713,Rhagionidae,Mark P van Veen,,,https://web.archive.org/web/20061221132243/http://home.hccnet.nl:80/mp.van.veen/KEYS/Rhagionidae/RHAGIONW.HTM#tabel,online,2001-07-01,,,,,,,,,,,nl-NL,,key,Rhagionidae,,"Europe, Netherlands",FALSE,species,B661,,,,,,,,,,,
B714,Checklist of the Heteroptera: Key to the Belgian species of Coreidae,Gaby Viskens; Jos Bruers; Frans Janssens; N Thys,,,https://web.archive.org/web/20090819141659/http://users.telenet.be:80/gabyviskens/publicat/belgium/coreidae/key.htm,online,2003-12-15,,,,,,,,,,,en,,key,Coreidae,,"Europe, Belgium",TRUE,species,B661,,,,,,,,,,,
B715,"Checklist of the Heteroptera: Nomina Miridae Belgica, iteratio 12",Gaby Viskens; Berend Aukema; Frédéric Chérot; Michel Dethier; Jean-Yves Baugnée; Jérome Constant; Luc De Bruyn; Jos Bruers; Frans Janssens,,,https://web.archive.org/web/20090820164729/http://users.telenet.be:80/gabyviskens/publicat/belgium/miridae/nomina.htm,online,2004-05-11,,,,,,,,,,12,en,,checklist,Miridae,,"Europe, Belgium",TRUE,species,,,,,,,,,,,,
B716,Checklist of the Heteroptera: Heteroptera,Gaby Viskens,,,http://www.oocities.org/gabyviskens/heteropt/taxa/heteropt.htm,online,2004-04-08,,,,,,,,,,,en,,checklist,Heteroptera,,"Europe, Belgium",TRUE,species,,,,,,,,,,,,
B717,Asilidae homepage: Keys,Fritz Geller-Grimm,http://www.geller-grimm.de/key.htm,,,online,,,,,,,,,,,,en,,collection,Asilidae,,-,FALSE,,,,,,,,,,,,,
B718,Key to the subfamilies of Asilidae (Diptera),Fritz Geller-Grimm,http://www.geller-grimm.de/subfam.htm,http://www.geller-grimm.de/subfam.htm#1,,online,1998,,,,,,,,,,,en,,key,Asilidae,,-,TRUE,subfamily,B661; B717,,,,,,,,,,,
B719,A new species of Paraphamartania from Spain (Diptera: Asilidae),Fritz Geller-Grimm,https://www.zobodat.at/publikation_articles.php?id=236403,https://www.zobodat.at/pdf/Stuttgarter-Beitraege-Naturkunde_563_A_0001-0005.pdf; http://www.geller-grimm.de/parapha.htm,,print,1997-11-20,,Stuttgarter Beiträge zur Naturkunde. Serie A (Biologie),0341-0145; 2193-5513,,,,563,,,,en,,key,Paraphamartania,females,"Europe, Spain",TRUE,species,B717,,,,,,,,,,,
B720,Photographic atlas and identification key to the robber flies of Germany (Diptera: Asilidae); Fotoatlas und Bestimmungsschlüssel für die Raubfliegen Deutschlands (Diptera: Asilidae),Fritz Geller-Grimm,,http://www.robberflies.info/keyger/start.html,,cd,2003-07-15,Amphx-Verlag,,,3932795180,,,,,,,en; de,,key; checklist; reference,Asilidae,,"Europe, Belgium; Europe, Denmark; Europe, Germany; Europe, UK; Europe, Netherlands; Europe, Sweden",TRUE,species,,,,,,,,,,,,
B721,Photographic atlas and identification key to the Nearctic genera of the robber flies (Diptera: Asilidae),Fritz Geller-Grimm; Jorge N Artigas,http://www.geller-grimm.de/genera/nearctic/index.html,http://www.geller-grimm.de/genera/nearctic/index.html,,online,2007,,,,,,,,,,,en,,key; checklist; reference,Asilidae,,Nearctic,TRUE,genus; species,B717,,,,,,,,,,,
B722,"A new species of Eremonotus from Morocco, with some remarks about the subfamily Apocleinae in the Palaearctic region (Diptera, Asilidae)",Fritz Geller-Grimm; Milan Hradský,http://www.studia-dipt.de/con51.htm#con51a61,http://www.geller-grimm.de/eremo.htm,,online,1998-09-30,Senckenberg Deutsches Entomologisches Institut,Studia Dipterologica,0945-3954,,,,5,1,,,en,,key,Eremonotus,,Palearctic,TRUE,species,B717,,,,,,,,,,,
B723,First record of an Atomosiini from Europe (Diptera: Asilidae),Milan Hradský; Fritz Geller-Grimm,http://www.studia-dipt.de/con71.htm#con71a87,http://www.geller-grimm.de/gonecc.htm,,print,2000-09-15,Senckenberg Deutsches Entomologisches Institut,Studia Dipterologica,0945-3954,,,,7,1,,,en,,key,Goneccalypsis,,Palearctic,TRUE,species,B717,,,,,,,,,,,
B724,Key for the identification of the Palaearctic Andrenosoma-species (Diptera: Asilidae),Fritz Geller-Grimm; Mike Taylor,http://www.geller-grimm.de/andrenoe.htm,http://www.geller-grimm.de/andrenoe.htm,https://web.archive.org/web/20200218011043/http://www.geller-grimm.de/andrenoe.htm#top,online,1999-03-11,,,,,,,,,,,en,,key,Andrenosoma,,Palearctic,FALSE,species,B717,,,,,,,,,,,
B725,Bestimmungsschlüssel für die Gattung Choerades WALKER aus Mitteleuropa (Diptera: Asilidae),Fritz Geller-Grimm,http://www.geller-grimm.de/choerad.htm,http://www.geller-grimm.de/choerad.htm,https://web.archive.org/web/20200219211927/http://www.geller-grimm.de/choerad.htm,online,1997-08-29,,,,,,,,,,,de-DE,,key,Choerades,,"Europe, Central",FALSE,species,B717,,,,,,,,,,,
B726,Provisional key to the Central European species of the genus Choerades Walker,Fritz Geller-Grimm; Malcolm J Smart,http://www.geller-grimm.de/choerade.htm,http://www.geller-grimm.de/choerade.htm,https://web.archive.org/web/20200218011143/http://www.geller-grimm.de/choerade.htm,online,1998-10-19,,,,,,,,,,,en,,key,Choerades,,"Europe, Central",FALSE,species,,,,,,,,,,,,
B727,"Die Gattung Crobilocerus LOEW, 1847 (Diptera, Asilidae)",Fritz Geller-Grimm; Milan Hradský,http://www.geller-grimm.de/crobilo.htm,http://www.geller-grimm.de/crobilo.htm,https://web.archive.org/web/20200218010813/http://www.geller-grimm.de/crobilo.htm,print,1999-03,,Entomologische Zeitschrift,,,,,109,3,,,de-DE,,key,Crobilocerus,,-,TRUE,species,B717,,,,,,,,,,,
B728,A new species of Damalis FABRICIUS from Sri Lanka (Diptera: Asilidae),Fritz Geller-Grimm,http://www.studia-dipt.de/con41.htm#con41a197,http://www.geller-grimm.de/damalis.htm,https://web.archive.org/web/20200218011424/http://www.geller-grimm.de/damalis.htm,print,1997-08-26,Senckenberg Deutsches Entomologisches Institut,Studia Dipterologica,0945-3954,,,,4,1,,,en,,key,Damalis,,"Asia, Sri Lanka",TRUE,species,B717,,,,,,,,,,,
B729,Provisional key to Central European species of the genus Dioctria Meigen,Fritz Geller-Grimm,http://www.geller-grimm.de/dioctria.htm,http://www.geller-grimm.de/dioctria.htm,https://web.archive.org/web/20200217101204/http://www.geller-grimm.de/dioctria.htm,online,1998-10-19,,,,,,,,,,,en,,key,Dioctria,,"Europe, Central",TRUE,species,B717,,,,,,,,,,,
B730,"Revision der Gattung Grypoctonus Speiser, 1928 (Diptera: Asilidae)",Milan Hradský; Fritz Geller-Grimm,http://www.geller-grimm.de/grypoc.htm,http://www.geller-grimm.de/grypoc.htm,https://web.archive.org/web/20200218011120/http://www.geller-grimm.de/grypoc.htm,print,1999-12-31,Internationalen Entomologischen Vereins e.V,Mitteilungen des Internationalen Vereins,1019-2808,,,,23,3/4,,,de-DE; en,,key,Grypoctonus,,-,TRUE,species,B717,,,,,,,,,,,
