id,title,author,url,fulltext_url,archive_url,entry_type,date,publisher,series,ISSN,ISBN,DOI,QID,volume,issue,pages,edition,language,license,key_type,taxon,scope,region,complete,target_taxa,part_of,,,,,,,,,,,
B396,Scorpions of the World,Roland Stockmann; Eric Ythier,https://www.napeditions.com/en/scorpions/20-scorpions-du-monde.html,,,print,2009,NAP Éditions,,,9782913688117,,,,,572,,en,,reference,Scorpiones,,-,TRUE,species,,,,,,,,,,,,
B397,Scorpions du Monde,Roland Stockmann; Eric Ythier,https://www.napeditions.com/fr/scorpions-livres/16-scorpions-du-monde.html,,,print,2009,NAP Éditions,,,9782913688100,,,,,572,,fr-FR,,reference,Scorpiones,,-,TRUE,species,,,,,,,,,,,,
B398,"Phytophagous beetles of Europe, Volume 1: Buprestidae, Elateridae, Cleridae, Cerambycidae",Gaëtan du Chatenet,https://www.napeditions.com/en/43-phytophagous-beetles-of-europe-vol1-edition-2017.html,,,print,2017-05,NAP Éditions,Phytophagous beetles of Europe,,9782913688285,,,1,,432,2,en,,reference,Buprestidae; Elateridae; Cleridae; Cerambycidae,,Europe,FALSE,species,,,,,,,,,,,,
B399,"Phytophagous beetles of Europe, Volume 3: Anthribidae, Bruchidae, Curculionidae Entiminae",Gaëtan du Chatenet,https://www.napeditions.com/en/anglais/29-phytophagous-beetles-of-europe-tome-3.html,,,print,2014,NAP Éditions,Phytophagous beetles of Europe,,9782913688209,,,3,,448,2,en,,reference,Anthribidae; Bruchidae; Entiminae,,Europe,FALSE,genus; species,,,,,,,,,,,,
B400,"Coléoptères phytophages d'Europe, Tome 1: Buprestidae, Elateridae, Cleridae, Cerambycidae",Gaëtan du Chatenet,https://www.napeditions.com/fr/42-coleopteres-phytophages-d-europe-tome1-edition-2017-.html,,,print,2017,NAP Éditions,Coléoptères phytophages d'Europe,,9782913688278,,,1,,432,2,fr-FR,,reference,Buprestidae; Elateridae; Cleridae; Cerambycidae,,Europe,FALSE,species,,,,,,,,,,,,
B401,"Coléoptères phytophages d'Europe, Tome 2: Chrysomelidae",Gaëtan du Chatenet,https://www.napeditions.com/fr/coleopteres-livres/15-coleopteres-phytophages-d-europe-chrysomelidae-tome-2.html,,,print,2002,NAP Éditions,Coléoptères phytophages d'Europe,,,,,2,,260,1,fr-FR,,reference,Chrysomelidae,,Europe,FALSE,species,,,,,,,,,,,,
B402,"Coléoptères phytophages d'Europe, Tome 3: Anthribidae, Bruchidae, Curculionidae Entiminae",Gaëtan du Chatenet,https://www.napeditions.com/fr/francais/28-coleopteres-phytophages-d-europe-tome-3.html,,,print,2014,NAP Éditions,Coléoptères phytophages d'Europe,,9782913688193,,,3,,448,2,fr-FR,,reference,Anthribidae; Bruchidae; Entiminae,,Europe,FALSE,genus; species,,,,,,,,,,,,
B403,"Coléoptères d'Europe: Carabes, Carabiques et Dytiques. Volume 1: Adephaga",Gaëtan du Chatenet,https://www.napeditions.com/fr/coleopteres-livres/13-coleopteres-d-europe-carabes-carabiques-et-dytiques-volume-1-adephaga.html,,,print,2005,NAP Éditions,Coléoptères d'Europe,,,,,1,,625,,fr-FR,,reference,Carabidae; Rhysodidae; Haliplidae; Noteridae; Dytiscidae; Gyrinidae,,Europe,FALSE,species,,,,,,,,,,,,
B404,"Moths of Europe, volume 1: Saturnids, Lasiocampids, Hawkmoths, Tiger Moths...",Patrice Leraut,https://www.napeditions.com/en/17-papillons-de-nuit-d-europe-volume-1-bombyx-sphinx-ecailles.html,,,print,2006,NAP Éditions,Moths of Europe,,9782913688071,,,1,,400,,en,,reference,Arctiidae; Sphingidae; Lasiocampidae; Saturniidae; Endromidae; Lemoniidae; Bombycidae; Drepanidae; Axiidae; Limacodidae; Notodontidae; Lymantriidae; Brahmaeidae; Castniidae; Heterogynidae; Somabrachyidae; Cossidae; Hepialidae; Thyrididae,,Europe,FALSE,species,,,,,,,,,,,,
B405,"Moths of Europe, volume 2: Geometrid Moths",Patrice Leraut,https://www.napeditions.com/en/18-papillons-de-nuits-d-europe-volume-2-geometres.html,,,print,2009,NAP Éditions,Moths of Europe,,9782913688094,,,2,,808,,en,,reference,Geometridae; Uraniidae,,Europe,TRUE,species,,,,,,,,,,,,
B406,"Moths of Europe, volume 3: Zygaenids, Pyralids 1",Patrice Leraut,https://www.napeditions.com/en/19-papillons-de-nuits-d-europe-volume-3-zygenes-pyrales-1.html,,,print,2012,NAP Éditions,Moths of Europe,,9782913688148,,,3,,600,,en,,reference,Zygaenidae; Brachodidae; Pyraustinae; Spilomelinae; Odontiinae; Evergestinae; Glaphyriinae; Crambinae; Schoenobiinae; Cybalomiinae; Scopariinae; Acentropinae,,Europe,TRUE,species,,,,,,,,,,,,
B407,"Moths of Europe, volume 4: Pyralids 2",Patrice Leraut,https://www.napeditions.com/en/31-moths-of-europe-volume-4-pyralids-2.html,,,print,2014,NAP Éditions,Moths of Europe,,9782913688223,,,4,,440,,en,,reference,Pyralinae; Epipaschiinae; Galleriinae; Phycitinae,,Europe,TRUE,species,,,,,,,,,,,,
B408,"Moths of Europe, volume 5: Noctuids 1",Patrice Leraut,https://www.napeditions.com/en/48-moths-of-europe-volume-5-noctuids-1.html,,,print,2019,NAP Éditions,Moths of Europe,,9782913688308,,,5,,620,,en,,reference,Erebidae; Eutelidae; Noctuidae,,Europe,TRUE,species,,,,,,,,,,,,
B409,"Moths of Europe, volume 6: Noctuids 2",Patrice Leraut,https://www.napeditions.com/en/49-moths-of-europe-volume-6-noctuids-2.html,,,print,2019,NAP Éditions,Moths of Europe,,9782913688322,,,6,,576,,en,,reference,Noctuidae; Nolidae,,Europe,TRUE,species,,,,,,,,,,,,
B410,"Papillons de nuit d'Europe, volume 1: Bombyx, Sphinx, Ecailles...",Patrice Leraut,https://www.napeditions.com/fr/lepidopteres-livres/10-papillons-de-nuit-d-europe-volume-1-bombyx-sphinx-ecailles.html,,,print,2006,NAP Éditions,Papillons de nuit d'Europe,,,,,1,,400,,fr-FR,,reference,Arctiidae; Sphingidae; Lasiocampidae; Saturniidae; Endromidae; Lemoniidae; Bombycidae; Drepanidae; Axiidae; Limacodidae; Notodontidae; Lymantriidae; Brahmaeidae; Castniidae; Heterogynidae; Somabrachyidae; Cossidae; Hepialidae; Thyrididae,,Europe,FALSE,species,,,,,,,,,,,,
B411,"Papillons de nuit d'Europe, volume 2: Géomètres",Patrice Leraut,https://www.napeditions.com/fr/lepidopteres-livres/11-papillons-nuit-europe-volume-2.html,,,print,2009,NAP Éditions,Papillons de nuit d'Europe,,9782913688087,,,2,,808,,fr-FR,,reference,Geometridae; Uraniidae,,Europe,TRUE,species,,,,,,,,,,,,
B412,"Papillons de nuit d'Europe, volume 3 : Zygènes, Pyrales 1",Patrice Leraut,https://www.napeditions.com/fr/lepidopteres-livres/12-papillons-de-nuit-d-europe-volume-3-zygenes-pyrales-1.html,,,print,2012,NAP Éditions,Papillons de nuit d'Europe,,9782913688148,,,3,,600,,fr-FR,,reference,Zygaenidae; Brachodidae; Pyraustinae; Spilomelinae; Odontiinae; Evergestinae; Glaphyriinae; Crambinae; Schoenobiinae; Cybalomiinae; Scopariinae; Acentropinae,,Europe,TRUE,species,,,,,,,,,,,,
B413,"Papillons de nuit d'Europe, volume 4: Pyrales 2",Patrice Leraut,https://www.napeditions.com/fr/30-papillons-de-nuit-d-europe-vol-4.html,,,print,2014,NAP Éditions,Papillons de nuit d'Europe,,9782913688216,,,4,,440,,fr-FR,,reference,Pyralinae; Epipaschiinae; Galleriinae; Phycitinae,,Europe,TRUE,species,,,,,,,,,,,,
B414,"Papillons de nuit d'Europe, volume 5: Noctuelles 1",Patrice Leraut,https://www.napeditions.com/fr/46-papillons-de-nuit-d-europe-vol-5-noctuelles-1.html,,,print,2019,NAP Éditions,Papillons de nuit d'Europe,,9782913688292,,,5,,620,,fr-FR,,reference,Erebidae; Eutelidae; Noctuidae,,Europe,TRUE,species,,,,,,,,,,,,
B415,"Papillons de nuit d'Europe, volume 6: Noctuelles 2",Patrice Leraut,https://www.napeditions.com/fr/47-papillons-de-nuit-d-europe-vol-6-noctuelles-2.html,,,print,2019,NAP Éditions,Papillons de nuit d'Europe,,9782913688315,,,6,,576,,fr-FR,,reference,Noctuidae; Nolidae,,Europe,TRUE,species,,,,,,,,,,,,
B416,Sapygina decemguttata Jur. (f.n.g. of f.n.sp.?),R Geurts,,https://download.nhgl.nl/download/redactie/maandblad/maandbladen/Maandblad%201952/1952-04.pdf,,print,1952,Natuurhistorisch Genootschap Limburg,Natuurhistorisch maandblad,0028-1107,,,,41,4,,,nl-NL,,key,Sapygidae,,"Europe, Netherlands",TRUE,species,B376,,,,,,,,,,,
B417,Die Hymenopteren Nord- und Mitteleuropas,Otto Schmiedeknecht,,,,print,1907,Gustav Fischer Verlag,,,,,,,,,1,de-DE,,key,Hymenoptera,,"Europe, Central; Europe, Northern",TRUE,species,,,,,,,,,,,,
B418,Die Hymenopteren Nord- und Mitteleuropas,Otto Schmiedeknecht,,https://www.zobodat.at/pdf/MON-E-HYM_0026_0001-1062.pdf,,print,1930,Gustav Fischer Verlag,,,,,,,,1062,2,de-DE,,key,Hymenoptera,,"Europe, Central; Europe, Northern",TRUE,species,B376,,,,,,,,,,,
B419,Beiträge zur Insektenfauna der DDR: Hymenoptera - Scolioidea,Joachim Oehlke,https://doi.org/10.21248/contrib.entomol.24.5-8.279-300,https://www.contributions-to-entomology.org/article/view/1037/1036,,print,1974-12-30,Senckenberg German Entomological Institute,Beiträge zur Entomologie,0005-805X,,10.21248/contrib.entomol.24.5-8.279-300,,24,5-8,,,de-DE,CC-BY-SA-4.0,key,Scolioidea,,"Europe, DDR",TRUE,species,B376,,,,,,,,,,,
B420,Das Vorkommen der Familie Sapygidae in Österreich (Insecta: Hymenoptera: Sapygidae),Joseph Gusenleitner; Fritz Gusenleitner,,http://verlag.nhm-wien.ac.at/pdfs/096B_173188_Gusenleitner.pdf,,print,1994-12,Naturhistorischen Museums,"Annalen des Naturhistorischen Museums in Wien, Serie b",0255-0105,,,,96,,,,de-DE,,key,Sapygidae,,"Europe, Austria",TRUE,species,B376,,,,,,,,,,,
B421,"On Sapygidae from Turkey, with a key to palaearctic species of Sapyginae (Hymenoptera)",N V Kurzenko; Joseph Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=768,https://www.zobodat.at/pdf/LBB_0026_2_0583-0632.pdf,,print,1994-12-30,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,26,2,,,en,,key,Sapyginae,,Palaearctic,TRUE,species,B376,,,,,,,,,,,
B422,"The black flies (Diptera: Simuliidae) of Colorado: an annotated list with keys, illustrations and descriptions of three new species",B V Peterson; B C Kondratieff,https://www.biodiversitylibrary.org/part/49865,https://www.biodiversitylibrary.org/page/38636713,,print,1994,American Entomological Society,Memoirs of the American Entomological Society,0065-8170,,,,42,,,,en-US,CC-BY-NC-SA-3.0,key; reference,Simuliidae,,"America, USA, CO",TRUE,species,B376,,,,,,,,,,,
B423,"A new Nearctic genus of Sapygidae with a key to the Nearctic and Palaearctic genera (Hymenoptera, Sapygidae)",N V Kurzenko,,,,print,1996,Entomological Society of Washington,Memoirs of the Entomological Society of Washington,0096-5839,,,,17,,,,en,,key; reference,Sapygidae,,Palaearctic; Nearctic,TRUE,genus; species,B376,,,,,,,,,,,
B424,"Notes on Embolemidae and Bethylidae in Sweden with Description of a New Genus and Speeies (Hym., Bethyloidea)",Karl-Johan Hedqvist,,http://www.sef.nu/download/entomologisk_tidskrift/et_vol_96_1975/ET-1975-51-54.pdf,,print,1975-06-15,Entomologiska föreningen i Stockholm,Entomologisk Tidskrift,0013-886X,,,,96,1-2,,,en,,key; reference,Embolemidae; Bethylidae,,"Europe, Sweden",TRUE,species,B376,,,,,,,,,,,
B425,The British Bethylidae (s.l.) (Hymenoptera),Owain Westmacott Richards,https://doi.org/10.1111/j.1365-2311.1939.tb00740.x,,,print,1939-09,Royal Entomological Society,Transactions of the Royal Entomological Society of London,0035-8894,,10.1111/j.1365-2311.1939.tb00740.x,Q54670131,89,8,,,en-US,,key; reference,Bethylidae,,"Europe, UK",TRUE,species,B376,,,,,,,,,,,
B426,Bethylidae,Jean-Jacques Kieffer,https://doi.org/10.5962/bhl.title.1095,https://www.biodiversitylibrary.org/itempdf/15779,,print,1914,R. Friedländer und sohn,Das Tierreich,0040-7305,,,,41,,595,,de,<public domain>,key; reference,Bethylidae,,-,TRUE,species,B376,,,,,,,,,,,
B427,"Hyménoptères Vespiformis II (Eumenidae, Vespidae, Masaridae, Bethylidae, Dryinidae, Embolemidae)",Lucien Berland,,http://faunedefrance.org/bibliotheque/docs/L.BERLAND(FdeFr19)Hym.vespiformes2.pdf,,print,1928,Fédération Française des Sociétés de Sciences Naturelles,Faune de France,0374-762X,,,,19,,208,,fr-FR,CC-BY-NC-SA-2.0-FR,key; reference,Bethyloides,,"Europe, France",TRUE,species,B376,,,,,,,,,,,
B428,A catalog of the world Bethylidae (Hymenoptera: Aculeata),Gordon Gordh; László M Móczár,,,,print,1990,American Entomological Institute,Memoirs of the American Entomological Institute,0065-8162,,,,46,,364,,en,,reference,Bethylidae,,-,TRUE,species,B376,,,,,,,,,,,
B429,The Bethylidae of America north of Mexico,Howard E Evans,,,,print,1978,American Entomological Institute,Memoirs of the American Entomological Institute,0065-8162,,,,27,,332,,en-US,,key,Bethylidae,,"America, USA; America, Canada",TRUE,species,B376,,,,,,,,,,,
B430,The Chrysidid Wasps of the World,Lynn Kimsey; Richard M Bohart,https://global.oup.com/academic/product/chrysidid-wasps-of-the-world-9780198540106,,,print,1991,Oxford University Press,,,,,,,,664,,en,,key; checklist,Chrysididae,,-,TRUE,genus; tribe,B376,,,,,,,,,,,
B431,"Die Goldwespen (Chrysididae) Baden-Württembergs: Taxonomie, Bestimmung, Verbreitung, Kartierung und Ökologie : mit einem Bestimmungsschlüssel für die deutschen Arten",Peter X Kunz,,,,print,1994,Landesanstalt für Umweltschutz Baden-Württemberg,Beihefte zu den Veröffentlichungen für Naturschutz und Landschaftspflege in Baden-Württemberg,0342-6858,,,,77,,188,,de-DE,,key; reference,Chrysididae,,"Europe, Germany",TRUE,species,B376,,,,,,,,,,,
B432,Die Goldwespen der Schweiz,Walter Linsenmaier,,,,print,1997,Natur-Museum Luzern,Veröffentlichungen aus dem Natur-Museum Luzern,1018-2462,101824629,,,9,,139,,de-CH,,key; reference,Chrysididae,,"Europe, Swiss",TRUE,species,B376,,,,,,,,,,,
B433,"Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae)",Walter Linsenmaier,https://www.zobodat.at/publikation_articles.php?id=43362,https://www.zobodat.at/pdf/ENTS_S10_0001-0281.pdf,,print,1999-11-30,Maximilian Schwarz,Entomofauna,0250-4413,,,,,,281,,de-CH,,key; reference,Chrysididae,,"Africa, Northern",TRUE,species,,,,,,,,,,,,
B434,"Nachweise von Chrysis subcoriacea Linsenmaier, 1959 aus de Bundesrepublik Deutschland (Hymenoptera, Chrysididae)",Oliver Niehuis,https://www.zobodat.at/publikation_articles.php?id=42808,,,print,1998,Maximilian Schwarz,Entomofauna,0250-4413,,,,19,,,,de-DE,,reference,Chrysis,,"Europe, Germany",,,B376,,,,,,,,,,,
B435,"Zum Taxonomischen Status von Holopyga australis Linsenmaier, 1959 (Hymenoptera, Chrysididae)",Oliver Niehuis,https://www.zobodat.at/publikation_articles.php?id=42809,,,print,1998,Maximilian Schwarz,Entomofauna,0250-4413,,,,19,,,,de-DE,,reference,Chrysis,,"Europe, Germany",,,B376,,,,,,,,,,,
B436,"The European species of the Chrysis ignita group: Revision of the Chrysis angustula aggregate (Hymenoptera, Chrysididae)",Oliver Niehuis,https://doi.org/10.1002/dez.200000021,,,print,2000-11,Wiley,Deutsche Entomologische Zeitschrift,1435-1951,,10.1002/dez.200000021,,47,2,,,en,,key; reference,Chrysis angustula aggregate,,Europe,TRUE,species,B376,,,,,,,,,,,
B437,Veldtabel wolzwevers van de Benelux,John T Smit,https://www.jeugdbondsuitgeverij.nl/product/veldtabel-wolzwevers-van-de-benelux/,,,print,2017,Jeugbondsuitgeverij; EIS,,,9789051070538,,,,,32,1,nl-NL,,key,Bombyliidae; Mythicomyiidae,,"Europe, Netherlands; Europe, Belgium; Europe, Luxembourg",TRUE,species,,,,,,,,,,,,
B438,"Phylogeny, Classification, Mesozoic fossils, and Biogeography of the Leiinae (Diptera: Mycetophilidae)",Sarah Siqueira Oliveira; Dalton De Souza Amorim,http://digitallibrary.amnh.org/handle/2246/7256,https://digitallibrary.amnh.org/bitstream/handle/2246/7256/B446.pdf?sequence=1&isAllowed=y; https://digitallibrary.amnh.org/bitstream/handle/2246/7256/446%20highres.pdf?sequence=2&isAllowed=y,,print,2021-03-16,American Museum of Natural History,Bulletin of the American Museum of Natural History,0003-0090,,,,446,,108,,en-US,,key,Leiinae,,-,TRUE,genus,,,,,,,,,,,,
B439,Fotogids Zweefvliegen (Diptera–Syrphidae),André Schulten,,,,online,2013,,,,,,,114,,,,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B440,"Zweefvliegen Veldgids (Diptera, Syrphidae)",Menno Reemer,,,,print,2000,Jeugdbondsuitgeverij,,,9789051070354,,,84,,,,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B441,"Über die Notozus-Arten Ungarns (Hymenoptera, Chrysididae)",László M Móczár,http://publication.nhmus.hu/annales/cikkreszletes.php?idhoz=947,http://publication.nhmus.hu/pdf/annHNHM/Annals_HNHM_1964_Vol_56_439.pdf,,print,1964-12-31,Gondolat Kiadó,Annales Historico-Naturales Musei Nationalis Hungarici,0521-4726,,,,56,,,,de,,key; reference,Notozus,,"Europe, Hungary",TRUE,species,B376,,,,,,,,,,,
B442,"Revision of the Cleples nitidulus group of the world (Hymenoptera, Chrysididae, Cleptinae)",László M Móczár,https://www.zobodat.at/publikation_articles.php?id=42773,https://www.zobodat.at/pdf/ENT_0018_0025-0044.pdf,,print,1997,Maximilian Schwarz,Entomofauna,0250-4413,,,,18,3,,,en,,key,Cleptes nitidulus group,,-,TRUE,species,B376,,,,,,,,,,,
B443,Revision of the Cleptinae of the world. Genus Cleptes subgenera and species groups,László M Móczár,https://www.zobodat.at/publikation_articles.php?id=42807,https://www.zobodat.at/pdf/ENT_0019_0501-0514.pdf,,print,1998,Maximilian Schwarz,Entomofauna,0250-4413,,,,19,31,,,en,,key; reference,Cleptes,,-,TRUE,species,B376,,,,,,,,,,,
B444,"World revision of the Cleptes semiauratus group (Hymenoptera, Chrysididae, Cleptinae)",László M Móczár,https://www.zobodat.at/publikation_articles.php?id=5298,https://www.zobodat.at/pdf/LBB_0033_2_0905-0931.pdf,,print,2001-11-30,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,33,2,,,en,,key,Cleptes semiauratus grou,,-,TRUE,species,B376,,,,,,,,,,,
B445,"Ergänzungen zur Taxonomie und Verbreitung von zwei Arten der Gattung Hedychridium Abeille 1878 (Hymenoptera, Chrysididae)",Christian Schmid-Egger,https://www.zobodat.at/publikation_articles.php?id=799,https://www.zobodat.at/pdf/LBB_0027_1_0401-0411.pdf,,print,1995-08-16,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,27,1,,,de,,key; reference,Hedychridium femoratum; Hedychridium elegantulum,,-,TRUE,subspecies,B376,,,,,,,,,,,
B446,"Taxonomie der niederländischen Hedychrum-Arten (Hedychrum Latr., Hym. Chrys.)",P M F Verhoeff,,,,print,1950,Natuurhistorisch Genootschap Limburg,Publicaties van het Natuurhistorisch Genootschap in Limburg,0374-955X,,,,3,,3-8,,de,,reference,Hedychrum,,"Europe, Netherlands",TRUE,species,B376,,,,,,,,,,,
B447,"Bestimmungstabelle für die deutschen Arten der Gattung Omalus Panzer, 1801 (Hymenoptera, Chrysididae)",D S Peters,,,,print,1966,Senckenbergische Naturforschende Gesellschaft,Senckenbergiana Biologica,0037-2102,,,,47,2,,,de,,key,Omalus,,"Europe, Germany",TRUE,species,B376,,,,,,,,,,,
B448,"De Nederlandse goudwespen en haar verspreiding (Hym., Chrysidae, Cleptidae)",Pater Benno,,,,print,1950,Natuurhistorisch Genootschap Limburg,Publicaties van het Natuurhistorisch Genootschap in Limburg,0374-955X,,,,3,,,,nl-NL,,key,Chrysidae,,"Europe, Netherlands",FALSE,species,B376,,,,,,,,,,,
B449,Chrysis käufeli f.n.sp.,Jan Pieter van Lith,,,,print,1950,Natuurhistorisch Genootschap Limburg,Publicaties van het Natuurhistorisch Genootschap in Limburg,0374-955X,,,,3,,,,nl-NL,,reference,Chrysis käufeli,,-,TRUE,species,B376,,,,,,,,,,,
B450,Opmerkingen over enige Chrysididae,Jan Pieter van Lith,,https://www.biodiversitylibrary.org/item/265471#page/275/mode/1up,,print,1953-03-01,Nederlandse Entomologische Vereniging,Entomologische Berichten,0013-8827,,,,14,,,,nl-NL,CC-BY-NC-SA-4.0,reference,Chrysis indigotea; Chrysis fulgida immaculata; Chrysis ignita; Chrysis brevidens; Chrysis gracillima,,-,TRUE,species,B376,,,,,,,,,,,
B451,Opmerkingen over enige Chrysididae (2),Jan Pieter van Lith,,https://www.biodiversitylibrary.org/item/264261#page/151/mode/1up,,print,1954-05-01,Nederlandse Entomologische Vereniging,Entomologische Berichten,0013-8827,,,,15,5,,,nl-NL,CC-BY-NC-SA-4.0,reference,Chrysis viridula; Chrysis ignita ignita; Chrysis ignita mediadentata; Chrysis ignita mediata; Chrysis fulgida immaculata; Chrysis brevidens; Chrysis brevitarsis,,-,TRUE,species,B376,,,,,,,,,,,
B452,"Chrysis brevitarsis Thoms. en Chrysis fulgida var. immaculata Buysson (Hym., Acul.)",Jan Pieter van Lith,,https://www.biodiversitylibrary.org/item/264261#page/441/mode/1up,,print,1955-06-01,Nederlandse Entomologische Vereniging,Entomologische Berichten,0013-8827,,,,15,18,,,nl-NL,CC-BY-NC-SA-4.0,reference,Chrysis brevitarsis; Chrysis fulgida immaculata,,-,TRUE,species,B376,,,,,,,,,,,
B453,Opmerkingen over enige Chrysididae (3),Jan Pieter van Lith,,https://www.biodiversitylibrary.org/item/264858#page/245/mode/1up,,print,1958-11-01,Nederlandse Entomologische Vereniging,Entomologische Berichten,0013-8827,,,,18,11,,,nl-NL,CC-BY-NC-SA-4.0,reference,Omalus auratus; Omalus biaccinctus; Omalus aeneus; Chrysis brevidens; Chrysis indigotea; Chrysis fasciata,,-,TRUE,species,,,,,,,,,,,,
B454,Opmerkingen over enige Chrysididae (4),Jan Pieter van Lith,,https://www.biodiversitylibrary.org/item/264924#page/223/mode/1up,,print,1960-10-01,Nederlandse Entomologische Vereniging,Entomologische Berichten,0013-8827,,,,20,10,,,nl-NL,CC-BY-NC-SA-4.0,checklist,Chrysididae,,"Europe, Netherlands",TRUE,species,B376,,,,,,,,,,,
B455,Enkele nieuwe vindplaatsen van de goudwesp Chrysis immaculata Buysson,Virgilius Lefeber,,https://download.nhgl.nl/download/redactie/maandblad/maandbladen/Maandblad%201981/1981-09.pdf,,print,1981,Natuurhistorisch Genootschap Limburg,Natuurhistorisch maandblad,0028-1107,,,,70,9,,,nl-NL,,key,Chrysis immaculata; Chrysis fulgida,,-,TRUE,species,B376,,,,,,,,,,,
B456,Description of Hedychridium mosadunense n.sp. from the Netherlands (Hymenoptera: Chrysididae),Virgilius Lefeber,https://www.biodiversitylibrary.org/part/282827,https://www.biodiversitylibrary.org/page/57919808,,print,1986-07-01,Nederlandse Entomologische Vereniging,Entomologische Berichten,0013-8827,,,,46,7,,,en,CC-BY-NC-SA-4.0,reference,Hedychridium mosadunense,,-,TRUE,species,B376,,,,,,,,,,,
B457,Het genus Hedychridium Abeille in de Benelux (Hymenoptera: Chrysididae),Virgilius Lefeber,https://www.biodiversitylibrary.org/part/282829,https://www.biodiversitylibrary.org/page/57919822,,print,1986-08-01,Nederlandse Entomologische Vereniging,Entomologische Berichten,0013-8827,,,,46,8,,,en,CC-BY-NC-SA-4.0,key; reference,Hedychridium,,"Europe, Netherlands; Europe, Belgium; Europe, Luxembourg",TRUE,species,B376,,,,,,,,,,,
B458,The Dryinidae and Embolemidae (Hymenoptera: Chrysidoidea) of Fennoscandia and Denmark,Massimo Olmi,https://brill.com/view/title/539,,,print,1994-12-01,Brill,Fauna Entomologica Scandinavica,0106-8377,9789004102248,,,30,,100,,en,,key; reference,Dryinidae: Embolemidae,,"Europe, Norway; Europe, Sweden; Europe, Finland; Europe, Denmark",TRUE,species,B376,,,,,,,,,,,
B459,Hymenoptera Dryinidae-Embolemidae,Massimo Olmi,,,,print,1999,Calderini,Fauna d’Italia,0430-1226,,,,37,,425,,it-IT,,key,Dryinidae: Embolemidae,,Europe,TRUE,species,B376,,,,,,,,,,,
B460,A revision of the world Embolemidae (Hymenoptera Chrysidoidea),Massimo Olmi,,,,print,1995,,Frustula Entomologica,0532-7679,,,,18,31,,,en,,key,Embolemidae,,-,TRUE,species,B376,,,,,,,,,,,
B461,Revision of the palaearctic Embolemidae (Hymenoptera),C van Achterberg; R J M van Kats,https://repository.naturalis.nl/pub/216032,https://repository.naturalis.nl/pub/216032/ZM74_251-270.pdf,,print,2000,Naturalis,Zoologische Mededelingen,0024-0672,,,,74,,,,en,CC-BY-4.0,key,Embolemidae,,Palearctic,TRUE,species,B376,,,,,,,,,,,
B462,"Ameisen, beobachten, bestimmen",Bernhard Seifert,,,,print,1996,Naturbuch,,,,,,,,352,,de-DE,,key,Formicidae,,"Europe, Central",TRUE,species,B376,,,,,,,,,,,
B463,Onze mieren,Eric Schoeters; François Vankerkhoven,,,,print,2001,Educatie Limburgs landschap vzw,Onze mieren,,,,,1,,175,,nl-BE,,reference,Formicidae,,"Europe, Belgium",FALSE,genus,,,,,,,,,,,,
B464,Geactualiseerde determinatietabel voor België,Eric Schoeters; François Vankerkhoven,,,,print,2002,Educatie Limburgs landschap vzw,Onze mieren,,,,,2,,62,,nl-BE,,key,Formicidae,,"Europe, Belgium",TRUE,species,B376,,,,,,,,,,,
B465,"A taxonomic revision of the ants subgenus Coptoformica Mueller, 1923 (Hymenoptera, Formicidae)",Bernhard Seifert,https://sciencepress.mnhn.fr/en/periodiques/zoosystema/22/3/revision-taxonomique-des-fourmis-du-sous-genre-coptoformica-mueller-1923-hymenoptera-formicidae,https://sciencepress.mnhn.fr/sites/default/files/articles/pdf/z2000n3a6.pdf,,print,2000-09-29,Publications Scientifiques du Muséum national d’Histoire naturelle,Zoosystema,1280-9551,,,,22,3,,,en,,matrix; key; reference,Coptoformica,workers,Europe,TRUE,species,B376,,,,,,,,,,,
B466,"A revision of the European species of the ant subgenus Chthonolasius (Insecta, Hymenoptera, Formicidae)",Bernhard Seifert,https://www.zobodat.at/publikation_articles.php?id=314181,,https://archive.org/download/ants_02556/2556_text.pdf,print,1988-07-20,Staatliches Museum für Tierkunde,Entomologische Abhandlungen Staatliches Museum für Tierkunde Dresden,0373-8981,,,,51,8,,,en,,reference,Chthonolasius,workers; queens,Europe,TRUE,species,B376,,,,,,,,,,,
B467,"A taxonomic revision of the Myrmica species of Europe, Asia Minor, and Caucasus (Hymenoptera, Formicidae)",Bernhard Seifert,https://doi.org/10.5281/zenodo.24610,https://zenodo.org/record/24610/files/2557.pdf,https://archive.org/download/ants_02557/2557_text.pdf,print,1988-10-12,Naturkundemuseums Görlitz,Abhandlungen und Berichte des Naturkundemuseums Görlitz,0373-7586,,10.5281/zenodo.24610,,62,3,,,en,,key; reference,Myrmica,workers; queens,"Europe; Asia, Minor; Caucasus",TRUE,species,B376,,,,,,,,,,,
