name,id,qid,rank,gbif,children_gbif,ancestors_gbif,duplicate_of
Hesperinidae,T523,Q1946472,family,9489,,1; 54; 216; 811,
Hesperioidea,T524,Q232936,superfamily,6953,1160559; 1942052; 1942070; 1942079; 1942086; 1942102; 1942128; 1942211; 1942221; 1942228; 1942234; 1942250; 1942255; 1942264; 1942289; 1942299; 1942314; 1942322; 1942324; 1942339; 1942351; 1942369; 1942373; 1942404; 1942442; 1942463; 1942466; 1942488; 1942495; 1942503; 1942515; 1942523; 1942536; 1942543; 1942549; 1942552; 1942567; 1942573; 1942586; 1942595; 1942600; 1942605; 1942608; 1942628; 1942647; 1942652; 1942655; 1942660; 1942669; 1942671; 1942676; 1942678; 1942681; 1942684; 1942686; 1942692; 1942726; 1942731; 1942734; 1942751; 1942755; 1942827; 1942846; 1942857; 1942876; 1942888; 1942896; 1942904; 1942915; 1942917; 1942936; 1942938; 1942944; 1942996; 1943000; 1943007; 1943034; 1943038; 1943046; 1943068; 1943105; 1943116; 1943127; 1943165; 1943194; 1943205; 1943208; 1943211; 1943252; 1943255; 1943295; 1943307; 1943335; 1943357; 1943423; 1943433; 1943442; 1943460; 1943469; 1943476; 1943478; 1943483; 1943497; 1943525; 1943527; 1943529; 1943534; 1943551; 1943555; 1943595; 1943609; 1943613; 1943627; 1943634; 1943654; 1943685; 1943687; 1943689; 1943691; 1943711; 1943713; 1943717; 1943725; 1943742; 1943749; 1943753; 1943767; 1943797; 1943800; 1943820; 1943934; 1943941; 1943998; 1944003; 1944005; 1944007; 1944087; 1944090; 1944094; 1944103; 1944132; 1944143; 1944145; 1944150; 1944162; 1944177; 1944189; 1944205; 1944230; 1944235; 1944244; 1944263; 1944270; 1944355; 1944388; 1944409; 1944429; 1944431; 1944436; 1944439; 1944441; 1944472; 1944474; 1944527; 1944540; 1944558; 1944586; 1944592; 1944605; 1944617; 1944643; 1944742; 1944767; 1944774; 1944792; 1944816; 1944818; 1944827; 1944831; 1944836; 1944844; 1944849; 1944892; 1944895; 1944934; 1944944; 1944946; 1944973; 1944985; 1945009; 1945022; 1945035; 1945076; 1945078; 1945092; 1945095; 1945100; 1945113; 1945241; 1945243; 1945266; 1945292; 1945296; 1945298; 1945307; 1945329; 1945343; 1945353; 1945390; 1945416; 1945426; 1945447; 1945451; 1945478; 1945497; 1945502; 1945509; 1945520; 1945528; 1945625; 1945638; 1945640; 1945644; 1945656; 1945660; 1945809; 1945839; 1945843; 1945846; 1945854; 1945900; 1945902; 1945907; 1945935; 1945937; 1945946; 1945949; 1945956; 1945961; 1945968; 1945979; 1945993; 1946009; 1946020; 1946033; 1946052; 1946065; 1946071; 1946075; 1946077; 1946084; 1946099; 1946116; 1946141; 1946146; 1946154; 1946158; 1946181; 1946243; 1946263; 1946272; 1946274; 1946279; 1946282; 1946331; 1946362; 1946370; 1946375; 1946385; 1946391; 1946394; 1946401; 1946413; 1946433; 1946448; 1946456; 1946463; 1946470; 1946473; 1946490; 1946512; 1946517; 1946521; 1946527; 1946531; 1946541; 1946554; 1946597; 1946599; 1946630; 1946647; 1946706; 1946718; 1946721; 1946740; 1946753; 1946762; 1946766; 1946802; 1946878; 1946888; 1946894; 1946900; 1946904; 1946907; 1946919; 1946942; 1946944; 1946953; 1946979; 1947000; 1947018; 1947024; 1947086; 1947089; 1947097; 1947101; 1947106; 1947108; 1947144; 1947191; 1947243; 1947272; 1947348; 1947351; 1947353; 1947376; 1947382; 1947384; 1947400; 1947405; 1947493; 1947504; 1947523; 1947532; 1947601; 1947603; 1947620; 1947624; 1947633; 1947649; 1947679; 1947683; 1947686; 1947701; 1947790; 1947795; 1947798; 1947810; 1947813; 1947815; 1947844; 1947850; 1947872; 1947918; 1947971; 1948004; 1948016; 1948039; 1948041; 1948052; 1948058; 1948113; 1948143; 1948164; 1948171; 1948175; 1948318; 1948367; 1948384; 1948398; 1948418; 1948434; 1948452; 1948459; 1948473; 1948494; 1948499; 1948519; 1948532; 1948540; 1948543; 1948549; 1948560; 1948580; 1948587; 1948615; 1948620; 1948624; 1948744; 1948763; 1948816; 1948830; 1948833; 1948835; 1948845; 1948855; 1948868; 1948907; 1948909; 1948924; 1948936; 1948942; 1948964; 1948997; 1949000; 1949003; 1949031; 1949036; 1949041; 1949053; 1949070; 1949089; 1949143; 1949308; 1949325; 1949330; 1949334; 1949338; 1949354; 1949424; 1949446; 1949474; 1949486; 1949496; 1949517; 1949552; 1949572; 1949576; 1949579; 1949599; 1949607; 1949610; 1949632; 1949647; 1949679; 1949686; 1949704; 1950012; 1950015; 1950034; 1950046; 1950068; 1950077; 1950110; 1950114; 1950140; 1950146; 1950148; 1950154; 1950159; 1950166; 1950184; 1950189; 1950193; 1950200; 1950255; 1950257; 1950294; 1950299; 1950306; 1950320; 1950328; 1950334; 1950351; 1950353; 1950356; 1950360; 1950377; 1950380; 1950406; 1950474; 1950492; 1950496; 1950566; 1950585; 1950592; 1950607; 1950635; 1950649; 1950657; 1950687; 1950701; 1950705; 1950709; 1950720; 1950724; 1950729; 1950732; 1950763; 1950959; 1950965; 1950975; 1950992; 1951027; 1951033; 1951042; 1951048; 1951051; 1951057; 1951061; 1951066; 1951088; 1951093; 1951138; 1951141; 1951144; 1951177; 1951213; 1951219; 1951233; 1951261; 1951284; 1951289; 1951320; 1951332; 1951346; 1951348; 2452343; 3231212; 3256063; 3257986; 4301427; 4301712; 4301930; 4302057; 4572076; 4577392; 4688525; 4689014; 4689855; 4689858; 4689866; 4689868; 4689869; 4689883; 4689890; 4689918; 4689919; 4689926; 4689932; 4689959; 4689961; 4689998; 4690009; 4690023; 4690028; 4695835; 4696207; 4703043; 4703121; 4703561; 4703707; 4703737; 4704553; 4705030; 4705049; 4705068; 4705586; 4705616; 4706504; 4706593; 4706627; 4707014; 4707108; 4707699; 4709388; 4709515; 5142228; 5142691; 7652946; 7886428; 8363558; 8491436; 8599312; 8702954; 8780863; 8995195; 9246478; 9262994; 9405828; 9451114; 9507655; 9525128; 9553896; 9629349; 9827346; 9922718; 10044568; 10279811; 10379329; 10404365; 10486783; 10661133; 10700976; 10762598; 10790404; 10906002; 10924234; 10928555; 10932451; 10932844; 10933087; 10936691; 10938216; 10951054; 10956244; 10959379; 10962300; 10962816; 10965556; 10968808; 10970341; 10975054; 10976134; 10982632; 10985236; 10988777; 10990846; 10990994; 10991420; 10992406; 10992552; 10999929; 11008600; 11016353; 11016505; 11019499; 11021612; 11024850; 11025313; 11027113; 11029380; 11049917; 11052606; 11056129; 11057282; 11057466; 11060126; 11079063; 11090509; 11093455; 11093566; 11094142; 11098428; 11098766; 11100655; 11104682; 11323276; 12148704; 12157074; 12237325,1; 54; 216; 797,
Heterocera,T525,Q1725788,suborder,,,1; 54; 216; 797,
Heteroceridae,T526,Q617854,family,6986,,1; 54; 216; 1470,
Heterogynaidae,T527,Q18325291,family,7910,,1; 54; 216; 1457,
Heterogynidae,T528,Q723823,family,3558,,1; 54; 216; 797,
Heteromera,T529,Q651038,superfamily,,4745; 4752; 4753; 4763; 4765; 6981; 7784; 7820; 7832; 7833; 7834; 7840; 7843; 7850; 7851; 3262878; 4290614; 4290615; 4290619; 4290621; 4290626; 4290627; 4290628; 4290635; 4290636; 4290637; 4450247; 4451320; 6880232; 6880538; 6946556; 6994219; 9441762,1; 54; 216; 1470,
Heteroptera,T530,Q27191,suborder,,4303; 4305; 4306; 4307; 4308; 4309; 4310; 4311; 4312; 4313; 4314; 4315; 4316; 4317; 4318; 4319; 4320; 4321; 4322; 4323; 4324; 4325; 4326; 4327; 4328; 4329; 4330; 4331; 6051; 6988; 6989; 7875; 7876; 7877; 7878; 7879; 7880; 7881; 7882; 7883; 7884; 7885; 7887; 7888; 7890; 7891; 7892; 7893; 7894; 7895; 7896; 7897; 7898; 7899; 7900; 9648; 9649; 9650; 9651; 9653; 9654; 3265575; 3266513; 3266521; 4290007; 4290011; 4485998; 4485999; 4486081; 4771476; 4771750; 4774731; 4774800; 4774943; 4775186; 4775296; 4777847; 4780343; 4781029; 4783084; 4783595; 4783641; 5431354; 6099848; 9196177; 9233888; 9371698,1; 54; 216; 809,
Hexactinellida,T1234,Q263211,class,146,,1; 105,
Hexapoda,T531,Q105146,subphylum,,216; 4805041; 11374670; 11377931,1; 54,
Hexatominae,T532,Q32604115,subfamily,,11165609,1; 54; 216; 811; 5580,
Hikona,T533,Q18099975,genus,2056282,,1; 54; 216; 809; 8498,
Hippoboscidae,T534,Q256346,family,9491,,1; 54; 216; 811,
Hippoboscoidea,T535,Q1617290,superfamily,,5550; 9491; 3264648; 4516152,1; 54; 216; 811,
Hirudinea,T536,Q43012,subclass,,909; 1077; 1078,1; 42; 255,
Hispinae,T537,Q1309564,subfamily,,4761284; 4721197; 4746340; 4575769; 4765778; 4733388; 4407935; 4734551; 4407831; 3260015; 4762972; 4733392; 4763299; 6271804; 4721541; 4755235; 4734627; 4732903; 4733361; 4747994; 4572373; 4719875; 4733613; 4717390; 4735799,1; 54; 216; 1470; 7780,
Histeridae,T538,Q596252,family,4733,,1; 54; 216; 1470,
Histeroidea,T539,Q1189325,superfamily,1582,4733; 11205878,1; 54; 216; 1470,
Holcostethus,T540,Q3139266,genus,2079189,,1; 54; 216; 809; 9650,
Holometabola,T541,Q304358,superorder,,786; 797; 811; 1000; 1003; 1366; 1457; 1470; 4704538; 8617661; 9423120,1; 54; 216,
Holopyga,T542,Q4040711,genus,3258441,,1; 54; 216; 1457; 7903,
Homoneura,T543,Q3472427,genus,1571389,,1; 54; 216; 811; 9493,
Homoptera,T544,Q921647,suborder,,4772194; 8529640; 8588867,1; 54; 216; 809,
Homoscleromorpha,T1235,Q139079,class,5964034,,1; 105,
Hoplitis,T545,Q4040762,genus,1336906,,1; 54; 216; 1457; 7911,
Hormaphidinae,T546,Q16527867,subfamily,,2069433; 2070935; 2071504; 2074809; 2075119; 4384409; 4384420; 4384472; 4384474; 6542806; 6542818; 7879953; 9196406; 9266771,1; 54; 216; 809; 3042,
Hybomitra,T1337,Q1617252,genus,1500153,,1; 54; 216; 811; 6919,
Hybotidae,T547,Q594004,family,9706,,1; 54; 216; 811,
Hydrachnidia,T548,Q631774,,,3661; 3664; 3665; 3669; 3670; 3673; 7488; 7491; 7497; 4541595; 4541597; 4653182; 4653727; 4654107; 7657154,1; 54; 367; 543,
Hydradephaga,T549,Q15621723,,,3784; 4293582; 7824; 3263409; 6969559; 4748; 8551811; 3263914; 4764387; 4682890; 8561884; 9646; 6984,1; 54; 216; 1470,
Hydraenidae,T550,Q378255,family,7829,,1; 54; 216; 1470,
Hydrometridae,T1270,Q632818,family,7884,,1; 54; 216; 809,
Hydrophilidae,T551,Q839281,family,7830,,1; 54; 216; 1470,
Hydrophiloidea,T552,Q132264,superfamily,1760,4733; 4734; 6985; 7830; 7852; 7853; 9643; 4290414; 5874570,1; 54; 216; 1470,
Hydropsychidae,T553,Q1949522,family,7966,,1; 54; 216; 1003,
Hydroptilidae,T554,Q253573,family,7967,,1; 54; 216; 1003,
Hygrobiidae,T555,Q1089654,family,3263409,,1; 54; 216; 1470,
Hygrophorus,T556,Q622043,genus,2525706,,5; 34; 186; 1499; 4176,
Hylaeus,T557,Q940917,genus,1349360,,1; 54; 216; 1457; 7905,
Hylaeus gracilicornis,T558,Q1967289,species,1350073,,1; 54; 216; 1457; 7905; 1349360,
Hylaeus lepidulus,T559,Q2950384,species,1349420,,1; 54; 216; 1457; 7905; 1349360,
Hymenoptera,T560,Q22651,order,1457,,1; 54; 216,
Hyoidea,T1324,Q21215850,genus,4406953,,1; 54; 216; 809; 4319,
Hypodermatidae,T561,Q15629945,family,3264169,,1; 54; 216; 811,
Ibaliidae,T562,Q1338907,family,4343,,1; 54; 216; 1457,
Ichneumolaphria,T563,Q14510791,genus,1664755,,1; 54; 216; 811; 7275,
Ichneumonidae,T564,Q1138186,family,3512,,1; 54; 216; 1457,
Ichneumoninae,T565,Q1939648,subfamily,,1289764; 1296237; 4671563; 4674929; 4679971; 8218921; 8729174; 8733825; 9478796; 9533055; 9563658; 10301142,1; 54; 216; 1457; 3512,
Idoteidae,T566,Q773624,family,8888,,1; 54; 229; 643,
Impatiens,T567,Q141672,genus,2891766,,6; 7707728; 220; 1353; 6699,
Insecta,T568,Q1390,class,216,,1; 54,
Insectivora,T569,Q25842,order,,803; 828; 829,1; 44; 359,
Ischnocera,T570,Q3155167,suborder,,2782; 6040; 4422465; 9718023,1; 54; 216; 7612838,
Ischnogasteroides,T571,Q14400587,genus,1330138,,1; 54; 216; 1457; 4240,
Ischyrus,T572,Q10303893,genus,4989781,,1; 54; 216; 1470; 6981,
Isochaeta,T573,Q1480616,,,1036867; 3259922; 3260446; 3260483; 3260633; 4404806; 4718102; 4726553; 4735817; 4739904; 4743343; 4747204; 4748889; 4751087; 4752956; 4760256; 4760997; 4765600; 4765601; 4765631; 4765985; 5431011; 11117153,1; 54; 216; 1470; 3792,
Isometopidae,T1300,Q5922812,family,4775200,,1; 54; 216; 809,
Isopoda,T574,Q206338,order,643,,1; 54; 229,
Issoria,T575,Q1098231,genus,1905339,,1; 54; 216; 797; 7017,
Ixodida,T1236,Q10304508,order,1425,,1; 54; 367,
Ixodidae,T576,Q1429304,family,9167,,1; 54; 367; 1425,
Ixodoidea,T577,Q82645,superfamily,,9167; 9168,1; 54; 367; 1425,
Jassidae,T578,Q33134010,family,3266331,,1; 54; 229; 1231; 7994,
Jassidophaga,T579,Q14691988,genus,1647724,,1; 54; 216; 811; 5583,
Katamenes,T580,Q3020460,genus,1331324,,1; 54; 216; 1457; 4240,
Kateretidae,T581,Q951467,family,4451320,,1; 54; 216; 1470,
Kelisiinae,T582,Q21218397,subfamily,,2055965; 2056760,1; 54; 216; 809; 8498,
Korinchia,T1375,Q136995458,genus,1534298,,1; 54; 216; 811; 6920,
Lacertilia,T583,Q15879,suborder,,3540; 3541; 5016; 5017; 5018; 5019; 5023; 5025; 5663; 5665; 5666; 5667; 6173; 6934; 6935; 9113; 9115; 9116; 9118; 9198; 9199; 9453; 9454; 3238690; 3238758; 4287502; 5789478; 5789671; 5789853; 6103426; 7408068; 7923261; 9458302; 9487006,1; 44; 11592253,
Lachnidae,T584,Q634800,family,4773170,,1; 54; 216; 809,
Lachninae,T585,Q17582895,subfamily,,2049564; 2074275; 2075334; 4383917; 4383991,1; 54; 216; 809; 3042,
Lactarius,T586,Q748899,genus,2532156,,5; 34; 186; 1144; 7609,
Lactifluus,T587,Q15991147,genus,6009534,,5; 34; 186; 1144; 7609,
Lagomorpha,T1237,Q25401,order,785,,1; 44; 349,
Lagriidae,T588,Q376591,family,,3261886; 3262019; 3262072; 3262074; 3262168; 3262181; 4290642; 4454843; 4573621; 4574864; 4576257; 4576647; 4716680; 4720000; 4720072; 4721152; 4722111; 4722157; 4722243; 4722344; 4722374; 4722553; 4722566; 4722602; 4722606; 4722803; 4722804; 4722845; 4722896; 4722904; 4722989; 4723072; 4723138; 4723332; 4723503; 4723566; 4723569; 4723601; 4723633; 4723752; 4723795; 4723843; 4723931; 4723948; 4723965; 4724071; 4724105; 4724130; 4724134; 4724238; 4724263; 4724379; 4724399; 4724763; 4724850; 4724930; 4725135; 4725145; 4725175; 4725277; 4725432; 4725627; 4725727; 4725729; 4735252; 4740231; 4740881; 4743294; 4744435; 4744858; 4746264; 4746305; 4746351; 4748238; 4760833; 4761640; 4764684; 6758225; 9291028; 9590660; 10092048; 12222233,1; 54; 216; 1470; 7857,
Lamellicornia,T589,Q186946,,5840,,1; 54; 216; 1470,
Lamiinae,T590,Q2454879,subfamily,,1096953; 1096968; 1097193; 1097290; 1097313; 1097451; 1097723; 1097731; 1097749; 1097771; 1097890; 1097928; 1098042; 1098503; 1098524; 1098525; 1098832; 1098969; 1098977; 1098978; 1099193; 1099276; 1099381; 1099482; 1099593; 1099625; 1099629; 1099708; 1099710; 1100180; 1100255; 1100343; 1100369; 1100403; 1100408; 1100474; 1100480; 1100500; 1100643; 1100711; 1100739; 1100776; 1100788; 1100859; 1100914; 1100916; 1100965; 1100999; 1101268; 1101467; 1101478; 1101489; 1101530; 1101619; 1101764; 1101837; 1101839; 1101872; 1101884; 1101922; 1102071; 1102325; 1102596; 1102606; 1102821; 1103020; 1103057; 1103146; 1103158; 1103180; 1103736; 1103791; 1103812; 1103825; 1103962; 1103966; 1103969; 1104027; 1104075; 1104078; 1104144; 1104163; 1104222; 1104271; 1104287; 1104353; 1104368; 1104370; 1104450; 1104879; 1104911; 1104919; 1104934; 1104986; 1105026; 1105096; 1105098; 1105270; 1105384; 1105489; 1105583; 1105633; 1105663; 1105722; 1105728; 1105762; 1105902; 1105909; 1106126; 1106217; 1106290; 1106339; 1106390; 1106482; 1106519; 1106568; 1106593; 1106594; 1106714; 1106773; 1106852; 1106878; 1106887; 1106914; 1106927; 1106951; 1107004; 1107024; 1107044; 1107244; 1107263; 1107572; 1107607; 1107838; 1107917; 1108367; 1108401; 1108427; 1108433; 1108468; 1108506; 1108509; 1108660; 1108694; 1108735; 1108775; 1108788; 1108850; 1108947; 1109085; 1109305; 1109402; 1109489; 1109777; 1109838; 1109909; 1109917; 1110172; 1110229; 1110267; 1110274; 1110277; 1110297; 1110326; 1110371; 1110446; 1110462; 1110464; 1110530; 1110737; 1110756; 1111018; 1111054; 1111067; 1111079; 1111088; 1111091; 1111117; 1111153; 1111201; 1111338; 1111573; 1111578; 1111579; 1111619; 1111626; 1111655; 1112127; 1112179; 1112229; 1112330; 1112338; 1112339; 1112549; 1112684; 1112694; 1112892; 1113060; 1113173; 1113182; 1113193; 1113208; 1113240; 1113281; 1113321; 1113746; 1113904; 1114315; 1114387; 1114409; 1114418; 1114503; 1114557; 1114622; 1114663; 1114841; 1114892; 1114897; 1114958; 1114974; 1115123; 1115356; 1115376; 1115379; 1115436; 1115440; 1115445; 1115452; 1115506; 1115536; 1115567; 1115647; 1115758; 1117299; 1117302; 1117861; 1117910; 1117957; 1117972; 1118036; 1118203; 1118217; 1118293; 1118387; 1118658; 1118759; 1118802; 1118876; 1118983; 1119118; 1119142; 1119167; 1119278; 1119784; 1119787; 1119795; 1119819; 1119855; 1119909; 1119919; 1120009; 1120029; 1120312; 1120439; 1120471; 1121602; 1121644; 1121903; 1121963; 1122002; 1122003; 1122092; 1122169; 1122287; 1122415; 1122564; 1122585; 1122711; 1122826; 1122979; 1123131; 1123167; 1123224; 1123339; 1123493; 1123526; 1124063; 1124131; 1124442; 1124765; 1124768; 1124771; 1124796; 1124817; 1124830; 1124864; 1124918; 1125275; 1125282; 1125284; 1125298; 1125650; 1125695; 1125767; 1125968; 1125976; 1126015; 1126063; 1126316; 1126411; 1126491; 1126546; 1126612; 1126912; 1127029; 1127295; 1127322; 1127378; 1127403; 1127463; 1127543; 1127561; 1127584; 1127596; 1127689; 1127711; 1127851; 1127878; 1128205; 1128405; 1128416; 1128559; 1128622; 1128690; 1128731; 1128771; 1128903; 1128999; 1129045; 1129196; 1129499; 1129613; 1129728; 1129971; 1130238; 1130317; 1130340; 1130544; 1130560; 1130943; 1131153; 1131189; 1131218; 1131224; 1131284; 1131354; 1131356; 1131391; 1131428; 1131468; 1131643; 1131727; 1131774; 1131871; 1131885; 1132105; 1132428; 1132626; 1132783; 1133069; 1133097; 1133535; 1133543; 1133595; 1133887; 1133916; 1133920; 1133954; 1134466; 1134600; 1134677; 1134823; 1134917; 1134980; 1136164; 1136229; 1136239; 1136264; 1136488; 1136670; 1136685; 1136858; 1136904; 1137061; 1137287; 1137347; 1137417; 1137426; 1137434; 1137515; 1137608; 1137670; 1137781; 1137785; 1137789; 1138038; 1138101; 1138253; 1138358; 1138411; 1138413; 1138417; 1138441; 1138674; 1138688; 1138771; 1138780; 1138824; 1138858; 1139033; 1139087; 1139294; 1139413; 1139421; 1139426; 1139484; 1139492; 1139508; 1139527; 1139528; 1139552; 1139948; 1140101; 1140240; 1140258; 1140921; 1141040; 1141094; 1141136; 1141165; 1141253; 1141498; 1141860; 1141883; 1142040; 1142112; 1142187; 1142205; 1142635; 1142729; 1142736; 1142762; 1142793; 1142856; 1142894; 1143342; 1143421; 1143434; 1143469; 1143477; 1143480; 1143495; 1143562; 1143567; 1143588; 1143665; 1143687; 1143696; 1143736; 1143762; 1143764; 1143827; 1143841; 1143875; 1144396; 1144430; 1144490; 1144494; 1144539; 1144617; 1144631; 1144757; 1144791; 1144804; 1144847; 1144894; 1144955; 1145046; 1145079; 1145090; 1145105; 1145222; 1145225; 1145276; 1145300; 1145317; 1145347; 1145350; 1145629; 1145739; 1145806; 1145822; 1145868; 1145885; 1145960; 1145968; 1146038; 1146117; 1146161; 1146302; 1146304; 1146342; 1146371; 1146376; 1146549; 1146860; 1146898; 1147090; 1147135; 1147146; 1147176; 1147436; 1147558; 1147734; 1147758; 1147797; 1148080; 1148300; 1149054; 1149060; 1149119; 1149248; 1149249; 1149294; 1149342; 1149380; 1149445; 1149556; 1149617; 1149692; 1149791; 1150053; 1150087; 1150108; 1150168; 1150267; 1150271; 1150630; 1150686; 1150842; 1150974; 1150991; 1151136; 1151144; 1151226; 1151309; 1151459; 1151755; 1151938; 1152060; 1152130; 1152151; 1152271; 1152347; 1152474; 1152491; 1152521; 1152898; 1152962; 1152974; 1153057; 1153075; 1153134; 1153449; 1153462; 1153706; 1153773; 1153838; 1153873; 1154185; 1154249; 1154253; 1154259; 1154324; 1154326; 1154335; 1154381; 1154384; 1154498; 1154546; 1154621; 1154871; 1154882; 1154972; 1155075; 1155267; 1155290; 1155304; 1155351; 1155384; 1155401; 1155443; 1155526; 1156235; 1156358; 1156395; 1156533; 1156621; 1156751; 1156975; 1157013; 1157295; 1157389; 1157460; 1157741; 1157762; 1157765; 1157805; 1158141; 1158183; 1158269; 1158282; 1158292; 1158381; 1158665; 1158698; 1158700; 1158800; 1158831; 1158839; 1159262; 1159403; 1159472; 1159563; 1159587; 1159623; 1159660; 1159682; 1159737; 1159798; 1160085; 1160090; 1160226; 1160275; 1160334; 1160353; 1160370; 1160564; 1160650; 1160667; 1160742; 1160758; 1160994; 1161214; 1161687; 1161692; 1161723; 1161814; 1161871; 3262683; 4573080; 4716645; 4719274; 4738316; 4738332; 4738928; 4738964; 4739421; 4739612; 4760557; 4762009; 4999156; 4999656; 5001256; 5002702; 5007073; 6263692; 6263918; 6265953; 6269278; 6944113; 7442213; 7576401; 7654028; 7660845; 7716562; 7726268; 7755209; 7758101; 7802252; 7834189; 7856525; 7861295; 7954620; 8001793; 8143542; 8209725; 8283841; 8348212; 8380413; 8391668; 8429158; 8578032; 8750130; 8765196; 8846571; 8855242; 9073473; 9086023; 9129690; 9303501; 9314203; 9458378; 9487580; 9491374; 9661827; 9673459; 9696721; 9711665; 9795214; 10092601; 10448000; 10680364; 10684385; 10698483; 10764114; 10818926; 10870289; 10914271; 11016574; 11117042; 11225233; 11324989; 11963155; 11965097; 12152626; 12301874,1; 54; 216; 1470; 5602,
Lamproderma,T591,Q2754407,genus,3212657,,7; 33; 319; 11195093; 8431,
Lampyridae,T592,Q25420,family,4737,,1; 54; 216; 1470,
Laphriinae,T1271,Q4042599,subfamily,,1656956; 1656801; 1655819; 1655329; 1655357; 1662662; 1655023; 1665062; 1657444; 1659400; 1662826; 1663353; 1663274; 4785249; 4788756; 1659195; 1660990; 1657713; 1656757; 1660183; 4577079; 1661024; 1664442; 1664611; 6006929; 1655508; 4575636; 3264143; 1655307; 1656808; 1655036; 1664760; 1664132; 1663204; 1664823; 1665226; 1659016; 1664183; 1659554; 1662957; 1657690; 1660108; 1660290; 1655188; 1657458; 1659341; 1656903; 1662876; 1661544; 1659561; 9496379; 1659192; 1655360; 1663143; 1659052; 1663677; 1660272; 1664898; 1663044; 1658900; 1663025; 1664430; 1656869; 1664755; 1659073; 1664894; 1658912; 1655582; 1611606; 3264944; 1664814; 1662008; 1663449; 1662181; 1662287; 1657328; 1664363; 1664401; 1655292; 4576059; 1661454; 1660964; 1663326; 1659034; 1662716; 1663312; 1664825; 1660110,1; 54; 216; 811; 7275,
Lapposyrphus,T1401,Q10784765,genus,4792856,,1; 54; 216; 811; 6920,
Lariformes,T593,Q27589,order,9316,,1; 44; 212; 7192402,
Lariidae,T594,Q27589,family,9316,,1; 44; 212; 7192402,
Larinus,T595,Q4042608,genus,1183651,,1; 54; 216; 1470; 4239,
Larrinae,T596,Q148664,subfamily,,1338928; 1338935; 1347324; 1347385; 1347776; 1361459; 3258989; 3258991; 4077290; 4298203; 4298205; 4298206; 4298214; 4298216; 4298217; 4298218; 4298219; 4298220; 4298221; 4298222; 4298223; 4298224; 4298225; 4298226; 4298227; 4298229; 4298230; 4298231; 4298232; 4298234; 4298235; 4298236; 4298237; 4298238; 4298239; 4298240; 4298241; 4298242; 4298243; 4298244; 4298245; 4298246; 4298247; 4298248; 4298250; 4298251; 4298252; 4298253; 4298254; 4298255; 4298256; 4298257; 4298258; 4298262; 4298268; 4298269; 4298270; 4298274; 4298277; 4298278; 4298281; 4298282; 4298283; 4298285; 4298287; 4298294; 4298296; 4298297; 4676319; 8520494,1; 54; 216; 1457; 7906,
Lasiocampidae,T597,Q857997,family,3530,,1; 54; 216; 797,
Lasioglossum,T598,Q1939370,genus,1353501,,1; 54; 216; 1457; 7908,
Lasioglossum (Evylaeus),T599,Q21440919,subgenus,,7812846; 8131072; 8199568; 7379988; 7620450; 11125212; 8401969; 7879361,1; 54; 216; 1457; 7908; 1353501,
Lasioglossum (Lasioglossum),T600,Q21441717,subgenus,,1353501; 1353501; 1353501; 1353501; 1354354; 1353501; 1353501,1; 54; 216; 1457; 7908; 1353501,
Lasioglossum sabulosum,T601,Q1908023,species,1353837,,1; 54; 216; 1457; 7908; 1353501,
Lasioglossum sexstrigatum,T602,Q2125431,species,1354952,,1; 54; 216; 1457; 7908; 1353501,
Lasius (Lasius),T603,Q21439628,subgenus,,5035777; 1325751; 5035823; 5035783; 5035813; 5035819; 7358948; 5035785; 5035801; 5035793; 5035767,1; 54; 216; 1457; 4342; 1325751,
Lathyrus,T604,Q157209,genus,2962244,,6; 7707728; 220; 1370; 5386,
Latridiidae,T605,Q1089678,family,7834,,1; 54; 216; 1470,
Leiinae,T606,Q47915971,subfamily,,1612397; 1616542; 1615198; 1612129,1; 54; 216; 811; 5565,
Lejogaster,T607,Q2746573,genus,1537377,,1; 54; 216; 811; 6920,
Lemoniidae,T608,Q1469281,family,9411,,1; 54; 216; 797; 4866,
Lepidoptera,T609,Q28319,order,797,,1; 54; 216,
Lepismatidae,T610,Q1066550,family,6993,,1; 54; 216; 1004,
Leprosoma,T1356,Q50696543,genus,3266140,,1; 54; 216; 809; 9650,
Leptarthrus,T611,Q6527889,genus,1664502,,1; 54; 216; 811; 7275,
Leptocardii,T1238,Q20722244,class,7375758,,1; 44,
Leptochilus,T612,Q4042783,genus,1333025,,1; 54; 216; 1457; 4240,
Leptoconopidae,T613,Q149184,family,,1633108; 1633120; 1633620; 1635110,1; 54; 216; 811; 3340,
Leptogastrinae,T1272,Q4042782,subfamily,,1662136; 1660943; 1661100; 1663446; 1662278; 1661188; 1665026; 1660028; 9803027,1; 54; 216; 811; 7275,
Leptoglossus,T614,Q2743008,genus,2050115,,1; 54; 216; 809; 9649,
Leptopodidae,T615,Q955040,family,7887,,1; 54; 216; 809,
