name,id,qid,rank,gbif,children_gbif,ancestors_gbif,duplicate_of
Leptotyphlinae,T1239,Q1129310,subfamily,,4443647; 4406734; 4716743; 10214007; 4443699; 4747189; 4747170; 4404532; 4769130; 4769303; 11167807; 4765434; 4443641; 4405744; 4404932; 4740619; 4404747; 4725842; 4404933; 4443740; 4735241; 4717489; 4715486; 4405093; 4735905; 4404977; 4408221; 4769878; 4714388; 3262247; 4404457; 4443681; 4406251; 6757680; 4740241; 4713839; 4744958; 4405295; 4405860; 4713860; 4406591; 4761532; 4761626; 4743718; 4736788,1; 54; 216; 1470; 7854,
Leucospidae,T616,Q1933775,family,9443,,1; 54; 216; 1457,
Leucozona,T1402,Q1757043,genus,1536498,,1; 54; 216; 811; 6920,
Ligiidae,T617,Q1314554,family,8890,,1; 54; 229; 643,
Limacodidae,T618,Q28912,family,5474,,1; 54; 216; 797,
Limacoidea,T619,Q1601957,superfamily,,6529; 6537; 4567716; 4567719; 9658381; 9712155,1; 52; 225; 1456,
Limoniidae,T620,Q1931024,family,5580,,1; 54; 216; 811,
Limoniinae,T621,Q3241204,subfamily,,1513271; 1517136; 1518441; 1521789; 9777851,1; 54; 216; 811; 5580,
Lithocolletinae,T622,Q1315117,subfamily,6117548,1748887; 1749345; 1749401; 1749732; 1751134; 9103399; 9421704; 10868873,1; 54; 216; 797; 5487,
Lithurgus,T623,Q14466448,genus,1336587,,1; 54; 216; 1457; 7911,
Lixus,T624,Q4492524,genus,1223958,,1; 54; 216; 1470; 4239,
Locustinae,T625,Q33135210,subfamily,4403284,,1; 54; 216; 1458; 3991,
Lonchaea,T626,Q14614193,genus,1529245,,1; 54; 216; 811; 5559,
Lonchaeidae,T627,Q2113270,family,5559,,1; 54; 216; 811,
Lonchopteridae,T628,Q1410925,family,5560,,1; 54; 216; 811,
Lophobranchii,T629,Q650692,order,773,,1; 44,
Lopus,T1301,Q18104631,genus,2010222,,1; 54; 216; 809; 4319,
Lucanidae,T1240,Q208786,family,3263244,,1; 54; 216; 1470,
Lucilia,T1403,Q4121093,genus,1502875,,1; 54; 216; 811; 3335,
Lumbricidae,T630,Q2925555,family,6103,,1; 42; 255; 5958860,
Lycaenidae,T631,Q158717,family,5473,,1; 54; 216; 797,
Lycaeninae,T632,Q1084471,subfamily,,1920818; 1923621; 1924506; 1925375; 1925960; 1926480; 1928931; 1929153; 1931542; 1933079; 1933672; 4703676; 4708951; 9886971,1; 54; 216; 797; 5473,
Lycoperdaceae,T633,Q2478551,family,3297360,,5; 34; 186; 1499,
Lycopsida,T634,Q1149748,class,245,,6; 7707728,
Lycoriidae,T635,Q33134012,family,9167714,,1; 54; 216; 811; 3525,
Lycorininae,T636,Q21447250,subfamily,,1273707,1; 54; 216; 1457; 3512,
Lycosidae,T637,Q10627,family,3417,,1; 54; 367; 1496,
Lygaeidae,T638,Q682987,family,7888,,1; 54; 216; 809,
Lygaeoidea,T639,Q957247,superfamily,1772,4306; 4308; 4311; 4317; 4321; 4323; 4326; 7878; 7879; 7883; 7888; 7894; 9651; 4290007; 4290011; 9196177,1; 54; 216; 809,
Lygaeus,T1327,Q10571416,genus,2007851,,1; 54; 216; 809; 7888,
Lygus,T1302,Q3024203,genus,2010563,,1; 54; 216; 809; 4319,
Lygus pratensis-group,T1273,,group,,,1; 54; 216; 809; 4319; 2010563,
Lymantriidae,T640,Q162734,family,5472,,1; 54; 216; 797,
Machilidae,T641,Q134098,family,7768,,1; 54; 216; 1187,
Macrodactylia,T642,,,,4732; 7826; 5874570; 6986,1; 54; 216; 1470,
Macropis,T643,Q3842186,genus,1345894,,1; 54; 216; 1457; 4345,
Macroplax,T1325,Q10574027,genus,4406495,,1; 54; 216; 809; 4323,
Macrosiphini,T644,Q16528954,tribe,,2069774; 2070052; 2070283; 2070443; 2071155; 2071379; 2071668; 2071826; 2073936; 2073971; 2074025; 2074605; 2074644; 2074687; 2074695; 2075710; 2075743; 2076484; 2077548; 2077641; 2077981; 2078363; 2078470; 4384844; 4384849; 4384967; 4385066; 4386229; 4777268; 5735146; 6542916; 7414948; 7764634; 7875982; 8057061; 8187025; 8281940; 8296956; 9268324; 9300726,1; 54; 216; 809; 3042,
Mactea,T645,Q14505239,genus,1662826,,1; 54; 216; 811; 7275,
Malacodermata,T646,Q4310195,,,4737; 6758277; 3795; 3263207; 7836; 3263757; 4449504,1; 54; 216; 1470,
Malacopterygii,T647,Q48790472,,,7192; 8611; 5079; 8487; 3701; 8476; 6978; 2953; 5168; 9300550; 8615; 7662; 7336; 7332,1; 44,
Malacostraca,T648,Q182978,class,229,,1; 54,
Mallophaga,T649,Q919938,order,,3259890; 4804363; 2785; 2784; 3259853; 2783; 2782; 6040,1; 54; 216; 7612838,
Mammalia,T650,Q7377,class,359,,1; 44,
Mantodea,T651,Q131250,order,788,,1; 54; 216,
Masaridae,T652,Q15729163,family,8579,,1; 54; 216; 1457,
Masarinae,T653,Q523631,subfamily,,1311974,1; 54; 216; 1457; 8579,
Mecomma,T1274,Q10578958,genus,2011272,,1; 54; 216; 809; 4319,
Mecoptera,T654,Q205301,order,1000,,1; 54; 216,
Megachile,T655,Q261844,genus,1335011,,1; 54; 216; 1457; 7911,
Megachilidae,T656,Q530200,family,7911,,1; 54; 216; 1457,
Megalodontesidae,T1241,Q743251,family,5430774,,1; 54; 216; 1457,
Megalonotini,T657,Q47537845,tribe,,2008076; 4404691; 4404863; 4406397; 4406439; 4407710; 4407827; 4486482; 4486492; 4486494; 4577648; 4771025; 4771123; 4771331; 4775230; 4775243; 4779685; 4780805; 5431430,1; 54; 216; 809; 4326,
Megaloptera,T658,Q194025,order,1451,,1; 54; 216,
Megamerinidae,T659,Q5320288,family,5562,,1; 54; 216; 811,
Megapodinae,T1275,Q101980886,subfamily,,1662712; 1662695; 1656770; 1664192; 1664466,1; 54; 216; 811; 7275,
Megaselia,T660,Q6808855,genus,1546413,,1; 54; 216; 811; 9502,
Megasyrphus,T1404,Q2746794,genus,1539313,,1; 54; 216; 811; 6920,
Melandryidae,T661,Q1091223,family,4741,,1; 54; 216; 1470,
Melanocoryphus,T1383,Q3304917,genus,4405257,,1; 54; 216; 809; 7888,
Melanogaster,T662,Q1767570,genus,3264906,,1; 54; 216; 811; 6920,
Melanoplinae,T663,Q607095,subfamily,,1698834; 1702240; 1702296; 1702460; 1702538; 1704311; 1704382; 1704500; 1705414; 1705452; 1705595; 1705643; 1705647; 1706186; 1707688; 1708720; 1708815; 1708858; 1708876; 1709894; 1709979; 1710126; 1710201; 1710354; 1711078; 1711112; 1711153; 1711812; 1712450; 1712587; 1712674; 1712709; 1714304; 7517649; 8388012; 9475817,1; 54; 216; 1458; 9394,
Melanostoma,T664,Q1756792,genus,1533169,,1; 54; 216; 811; 6920,
Melecta,T665,Q1757280,genus,1345295,,1; 54; 216; 1457; 4334,
Melieria,T666,Q6812338,genus,1523737,,1; 54; 216; 811; 3516,
Meligethinae,T667,Q3305051,subfamily,,4404728; 4405074; 4405078; 4406137; 4406470; 4406750; 4407346; 4407465; 4730061; 4730094; 4746226; 7860668; 9587614; 9627608,1; 54; 216; 1470; 7840,
Melinnidae,T668,Q114361896,family,10732132,,1; 42; 256,
Melitaea,T669,Q1745802,genus,9042695,,1; 54; 216; 797; 7017,
Melitta,T670,Q6812977,genus,1345736,,1; 54; 216; 1457; 4345,
Melittidae,T671,Q1006091,family,4345,,1; 54; 216; 1457,
Melitturga,T672,Q4043960,genus,1358399,,1; 54; 216; 1457; 7901,
Mellinae,T673,Q6813123,subfamily,,4298202,1; 54; 216; 1457; 7906,
Mellininae,T674,Q6813123,subfamily,,4298202,1; 54; 216; 1457; 7906,
Meloidae,T675,Q297115,family,4742,,1; 54; 216; 1470,
Membracidae,T676,Q999560,family,7889,,1; 54; 216; 809,
Menoponoidea,T677,Q47550786,superfamily,,11374075; 2783; 11371500,1; 54; 216; 7612838,
Merodon,T678,Q1757479,genus,1544143,,1; 54; 216; 811; 6920,
Mesovelia,T1384,Q10582422,genus,2012228,,1; 54; 216; 4318,
Mesoveliidae,T1303,Q2299424,family,4318,,1; 54; 216; 809,
Methocha,T679,Q4044148,genus,4504878,,1; 54; 216; 1457; 7919,
Metopiinae,T680,Q4044155,subfamily,,1304002; 4406510; 8600062; 9213211,1; 54; 216; 1457; 3512,
Metopius,T681,Q14517551,genus,1301395,,1; 54; 216; 1457; 3512,
Microchrysa,T1338,Q6839360,genus,9705401,,1; 54; 216; 811; 6923,
Microdon,T682,Q115924,genus,3233323,,6; 7707728; 220; 408; 2390,
Microdontinae,T683,Q1950647,subfamily,,1533127; 1533137; 1533983; 1535294; 1535299; 1535306; 1536582; 1537113; 1537336; 1537683; 1538365; 1538717; 1539242; 1542207; 1542942; 1542987; 1544131; 4789881; 4791754; 6713407; 8487439; 8789415; 8809786; 8820117; 8979150; 9065051; 9097382; 9149122; 9158050; 9191974; 9327881,1; 52; 137; 9310756; 7882845,
Microdynerus,T684,Q14395696,genus,1330442,,1; 54; 216; 1457; 4240,
Micronecta,T1357,Q10584591,genus,4485457,,1; 54; 216; 809; 4777847,
Micropeplidae,T685,Q834807,family,,4442340; 4747115; 4747116; 4748133; 4763570; 8627655,1; 54; 216; 1470; 7854,
Micropeplinae,T686,Q834807,subfamily,,4442340; 4747115; 4747116; 4748133; 4763570; 8627655,1; 54; 216; 1470; 7854,
Micropezidae,T687,Q1782917,family,9495,,1; 54; 216; 811,
Microphysidae,T1211,Q1427608,family,7890,,1; 54; 216; 809,
Microporus,T1385,Q19921992,genus,2078797,,1; 54; 216; 809; 6989,
Micropterygidae,T688,Q280818,family,9408,,1; 54; 216; 797,
Milesiini,T1405,Q6851599,tribe,,1529391; 1532841; 1533002; 1533099; 1533155; 1533163; 1533584; 1533987; 1535007; 1535233; 1535267; 1535267; 1535274; 1535331; 1535675; 1535685; 1535698; 1536144; 1536258; 1536414; 1537096; 1537155; 1537321; 1537616; 1538390; 1538490; 1538547; 1538723; 1538780; 1538845; 1538852; 1538859; 1538930; 1539089; 1539244; 1539302; 1539791; 1541353; 1541512; 1542013; 1542171; 1542946; 1542951; 1544396; 1544405; 1544495; 4786162; 5070963; 11339069,1; 54; 216; 811; 6920,
Mindarinae,T689,Q16529163,subfamily,,4386621; 2049622,1; 54; 216; 809; 3042,
Minettia,T690,Q1616761,genus,1570059,,1; 54; 216; 811,
Miridae,T691,Q864705,family,4319,,1; 54; 216; 809,
Mollusca,T692,Q25326,phylum,52,,1,
Monanthia,T1276,Q55315526,genus,2020599,,1; 54; 216; 809; 7899,
Mononchida,T693,Q4132489,order,898,,1; 5967481,
Monoplacophora,T694,Q194308,class,347,,1; 52,
Monotomidae,T695,Q606241,family,4745,,1; 54; 216; 1470,
Mordellidae,T696,Q609477,family,4746,,1; 54; 216; 1470,
Muridae,T697,Q25916,family,5510,,1; 44; 359; 1459,
Muscidae,T698,Q527224,family,5564,,1; 54; 216; 811,
Mustelidae,T699,Q25437,family,5307,,1; 44; 359; 732,
Mustha,T1358,Q50696469,genus,4407437,,1; 54; 216; 809; 9650,
Mutillidae,T700,Q252363,family,7912,,1; 54; 216; 1457,
Myathropa,T1406,Q1767527,genus,8921782,,1; 54; 216; 811; 6920,
Mycellastrum,T701,Q5231584,genus,2536181,,5; 34; 186; 1499; 4170,
Mycetophila,T702,Q18107750,genus,1487049,,1; 54; 216; 811; 5565,
Mycetophilidae,T703,Q1697984,family,5565,,1; 54; 216; 811,
Mycetophilinae,T704,Q21230264,subfamily,,1487049; 1616405; 1616571; 1617044; 9318711,1; 54; 216; 811; 5565,
Mycteridae,T705,Q1040436,family,4747,,1; 54; 216; 1470,
Mydaidae,T706,Q139726,family,9497,,1; 54; 216; 811,
Myodochini,T707,Q20971207,tribe,4290015,2007910; 2008069; 2008093; 2008107; 3265803; 3266160; 4405716; 4572437; 4578038; 4770722; 4771129; 4771154; 4771356; 4771376; 4771380; 4771441; 4772128; 4772153; 4772534; 4772779; 4772967; 4773038; 4773130; 4773152; 4773305; 4774843; 4774953; 4775080; 4775113; 4777579; 4778272; 4779618; 4779664; 4780023; 4780135; 4780427; 4781197; 4781213; 4781502; 4781585; 4781637; 4781693; 4781714; 4781731; 4781745; 4781761; 4781767; 4781774; 4781812; 4781819; 4781840; 4781981; 4783365; 4784220; 4784696; 8051908; 8445640; 8496135; 8520876; 9004340; 9136149; 9159130; 9199039; 9878725; 11374218,1; 54; 216; 809; 7888,
Myosotis,T708,Q147149,genus,2925668,,6; 7707728; 220; 7226464; 2498,
Myosoton,T709,Q11744869,genus,3085312,,6; 7707728; 220; 422; 2518; 3085667,
Myriapoda,T710,Q25823,subphylum,,143; 360; 361; 4805041; 9474004; 9574027,1; 54,
Myriostoma,T711,Q10592108,genus,2554317,,5; 34; 186; 1064; 4199,
Myrmeleontidae,T712,Q231439,family,5471,,1; 54; 216; 1501,
Myrmica,T713,Q134468,genus,1318775,,1; 54; 216; 1457; 4342,
Myrmicinae,T714,Q1060265,subfamily,,1314151; 1314179; 1314419; 1314801; 1314823; 1314829; 1315183; 1315201; 1315314; 1315318; 1315349; 1315379; 1315400; 1315727; 1315779; 1315806; 1315844; 1315863; 1316109; 1316187; 1316230; 1316268; 1316292; 1316299; 1316342; 1316616; 1316645; 1316700; 1316781; 1316943; 1316948; 1317002; 1317029; 1317093; 1317098; 1317100; 1317279; 1317363; 1317460; 1317468; 1317667; 1317706; 1318666; 1318669; 1318684; 1318687; 1318767; 1318775; 1319122; 1319126; 1319140; 1319330; 1319383; 1319441; 1319445; 1319450; 1319557; 1319683; 1320154; 1320187; 1320192; 1320203; 1320414; 1320420; 1320500; 1320533; 1320594; 1320640; 1320733; 1320850; 1320857; 1321012; 1321015; 1321494; 1321640; 1322702; 1322791; 1322795; 1323008; 1323089; 1323108; 1323128; 1323581; 1323730; 1323767; 1324306; 1325258; 1325265; 1325341; 1325704; 1325868; 1326112; 1326257; 1326273; 1326364; 1326408; 1326422; 1326499; 1326507; 1326805; 1326943; 1326945; 1326996; 1327315; 1327329; 1327358; 1380284; 4572136; 4574204; 4577273; 4672464; 4672965; 4673083; 4673090; 4673222; 4673412; 4673452; 4673511; 4673586; 4677827; 4680403; 4681352; 5036015; 5430727; 7557550; 7600784; 7748512; 8074849; 8086303; 8141289; 8309030; 8314083; 8322578; 8447546; 8510312; 8696414; 8765629; 9015158; 9067023; 9107211; 9397119; 9534133; 10846234,1; 54; 216; 1457; 4342,
Myrmosidae,T1242,Q17582523,family,7494119,,1; 54; 216; 1457,
Myrtaceae,T715,Q156563,family,5014,,6; 7707728; 220; 690,
Mysidacea,T716,Q1208947,,,841; 644,1; 54; 229,
Mythicomyiidae,T717,Q1947652,family,9498,,1; 54; 216; 811,
Myxosporea,T718,Q275657,class,135,,1; 66,
Nabidae,T719,Q1640214,family,7891,,1; 54; 216; 809,
Nagusta,T1277,Q19841653,genus,4406923,,1; 54; 216; 809; 4324,
Natrix,T720,Q955683,genus,8971388,,1; 44; 11592253; 6172,
Naucoridae,T1304,Q595671,genus,4320,,1; 54; 216; 809,
Naupactus leucoloma,T721,Q3337160,species,1210765,,1; 54; 216; 1470; 4239; 8110211,
Naupactus peregrinus,T722,Q21310590,species,8149438,,1; 54; 216; 1470; 4239; 8110211,
Nematoda,T723,Q5185,phylum,5967481,,1,
Nemertea,T724,Q185631,phylum,63,,1,
Nemesia athiasi-group,T1377,,group,,5170542,1; 54; 367; 1496; 9564; 2155224,
Nemesiidae,T1378,Q10669,family,9564,,1; 54; 367; 1496; 9564,
Nemestrinidae,T725,Q1938330,family,5569,,1; 54; 216; 811,
Nemonychidae,T726,Q134893,family,8584,,1; 54; 216; 1470,
Nemotelus,T727,Q6991323,genus,1501964,,1; 54; 216; 811; 6923,
Neoascia,T728,Q1767564,genus,1536777,,1; 54; 216; 811; 6920,
Neocnemodon,T729,Q18510903,genus,1536263,,1; 54; 216; 811; 6920,
Neottiglossa,T1305,Q4045222,genus,2078911,,1; 54; 216; 809; 9650,
Nepa,T1306,Q6994314,genus,2007591,,1; 54; 216; 809; 7892,
Nepidae,T1307,Q739585,family,7892,,1; 54; 216; 809,
Nepomorpha,T730,Q1079070,infraorder,,4305; 4310; 4320; 4322; 7892; 7893; 9653; 3265575; 4682962; 4770342; 4772402; 4781029; 8502834; 8515233; 9233888; 11372071,1; 54; 216; 809,
Nerioidea,T731,Q2327830,superfamily,,5571; 7302; 9495; 4517697,1; 54; 216; 811,
Neurateles,T732,Q14536785,genus,1282481,,1; 54; 216; 1457; 3512,
Neuroptera,T733,Q156438,order,1501,,1; 54; 216,
Nitela,T734,Q1264163,genus,4298285,,1; 54; 216; 1457; 7906,
Nitidulidae,T1243,Q178592,family,7840,,1; 54; 216; 1470,
Noctuidae,T735,Q459180,family,7015,,1; 54; 216; 797,
Noda,T736,,genus,2056578,,1; 54; 216; 809; 8498,
Nolidae,T737,Q546390,family,9717,,1; 54; 216; 797,
Nomada,T738,Q1714895,genus,1343230,,1; 54; 216; 1457; 4334,
Nomada braunsiana,T739,Q151086,species,1343728,,1; 54; 216; 1457; 4334; 1343230,
Nomada fuscicornis,T740,Q150246,species,1343831,,1; 54; 216; 1457; 4334; 1343230,
Nomada goodeniana,T741,Q150250,species,1343694,,1; 54; 216; 1457; 4334; 1343230,
Nomada guttulata,T742,Q151096,species,1343512,,1; 54; 216; 1457; 4334; 1343230,
Nomada hillana,T743,Q150228,species,1343885,,1; 54; 216; 1457; 4334; 1343230,
Nomada linsenmaieri,T744,Q240365,species,1343311,,1; 54; 216; 1457; 4334; 1343230,
Nomada merceti,T745,Q2294953,species,1343775,,1; 54; 216; 1457; 4334; 1343230,
Nomada nitida,T746,Q2533323,species,1343380,,1; 54; 216; 1457; 4334; 1343230,
Nomada ochrostoma,T747,Q150228,species,1343885,,1; 54; 216; 1457; 4334; 1343230,
Nomada panurgina,T748,Q291428,species,1343751,,1; 54; 216; 1457; 4334; 1343230,
Nomada panurginoides,T749,Q13682930,species,1343738,,1; 54; 216; 1457; 4334; 1343230,
Nomada piccioliana,T750,Q292263,species,1343526,,1; 54; 216; 1457; 4334; 1343230,
Nomada polyacantha,T751,Q2608505,species,1343359,,1; 54; 216; 1457; 4334; 1343230,
Nomada radoszkowskii,T752,Q4460348,species,1343865,,1; 54; 216; 1457; 4334; 1343230,
Nomada rhenana,T753,Q293030,species,1343847,,1; 54; 216; 1457; 4334; 1343230,
Nomada rubricoxa,T754,Q10801599,species,1343680,,1; 54; 216; 1457; 4334; 1343230,
Nomada rufoabdominalis,T755,Q3109250,species,1343578,,1; 54; 216; 1457; 4334; 1343230,
Nomada sabulosa,T756,Q2208241,species,1343546,,1; 54; 216; 1457; 4334; 1343230,
Nomada sicula,T757,Q10801603,species,1343277,,1; 54; 216; 1457; 4334; 1343230,
Nomada similis,T758,Q149690,species,1343234,,1; 54; 216; 1457; 4334; 1343230,
Nomada succincta,T759,Q141141,species,1343826,,1; 54; 216; 1457; 4334; 1343230,
Nomada zonata,T760,Q151099,species,1343298,,1; 54; 216; 1457; 4334; 1343230,
Nomadini,T761,Q21215058,tribe,,1343230,1; 54; 216; 1457; 4334,
Nomia,T762,Q4045452,genus,1351093,,1; 54; 216; 1457; 7908,
Nomioides,T763,Q4045451,genus,1352049,,1; 54; 216; 1457; 7908,
Nomioidini,T764,Q21215069,tribe,,1352102; 1352660; 1352049,1; 54; 216; 1457; 7908,
Norellia spinipes,T765,Q14081334,species,1555946,,1; 54; 216; 811; 1555553; 1555945,
Norellia tipularia,T766,Q14081332,species,1555952,,1; 54; 216; 811; 1555553; 1555945,
Noteridae,T767,Q639601,family,4748,,1; 54; 216; 1470,
Notodontidae,T768,Q796463,family,7016,,1; 54; 216; 797,
Notonecta,T1278,Q3767510,genus,2020516,,1; 54; 216; 809; 4322,
Notonectidae,T1308,Q875622,genus,4322,,1; 54; 216; 809,
Notozus,T769,,genus,4678610,,1; 54; 216; 1457; 7903; 4405609,
Nudibranchia,T770,Q733595,order,980,,1; 52; 225,
Numata,T771,Q7069069,genus,3256113,,1; 54; 216; 797; 3553,
Nycteribiidae,T772,Q301085,family,3264648,,1; 54; 216; 811,
Nycteridae,T773,Q15614857,family,5448,,1; 44; 359; 734,
Nymphalidae,T1212,Q156449,family,7017,,1; 54; 216; 797,
Nymphalinae,T774,Q32549,subfamily,,1892595; 1892839; 1892844; 1892933; 1893282; 1894073; 1894779; 1895130; 1895732; 1896310; 1896928; 1897636; 1897886; 1898261; 1898474; 1898683; 1898929; 1899830; 1900039; 1900886; 1900919; 1901729; 1901885; 1902109; 1902425; 1902519; 1902610; 1902644; 1903673; 1904380; 1904981; 1907355; 1907390; 1909106; 1909588; 1910377; 1910796; 1911072; 1912135; 1912157; 1913113; 1913431; 1914398; 1916765; 1917818; 1918908; 1918940; 3257611; 4535826; 4689808; 4697596; 4704168; 4704221; 5130576; 7733971; 9042695,1; 54; 216; 797; 7017,
Nysius,T1279,Q7071267,genus,2007771,,1; 54; 216; 809; 7888,
Nyssoninae,T775,Q130569480,subfamily,,3258418; 3693043; 4298371; 4298372; 4298374; 4298375; 4298376; 4298378; 4298380; 4298385,1; 54; 216; 1457; 7906,
Ochetostethus,T1386,Q21215901,genus,4404611,,1; 54; 216; 809; 6989,
Odonata,T776,Q25375,order,789,,1; 54; 216,
Odontiinae,T777,Q1696091,subfamily,,1889698; 9208318,1; 54; 216; 797; 8841,
Odontotarsus,T1359,Q4045660,genus,4486008,,1; 54; 216; 809; 4327,
Odynerus,T778,Q4331551,genus,10502292,,1; 54; 216; 1457; 4490,
Oedemeridae,T779,Q637984,family,4749,,1; 54; 216; 1470,
Oestridae,T780,Q27485,family,9499,,1; 54; 216; 811,
Oligopogon,T781,Q14511380,genus,1660065,,1; 54; 216; 811; 7275,
Omaliinae,T782,Q1946931,subfamily,,3261168; 3262280; 3262311; 3262329; 3262410; 3263730; 4404897; 4405191; 4405294; 4405373; 4405487; 4405552; 4405674; 4406010; 4406014; 4406105; 4406438; 4406652; 4407066; 4407187; 4407732; 4407879; 4408196; 4444097; 4444170; 4444369; 4444398; 4444442; 4444525; 4444699; 4575404; 4577804; 4713911; 4713970; 4714039; 4714052; 4714296; 4714311; 4714315; 4714317; 4714466; 4714474; 4714584; 4714613; 4714686; 4714736; 4714781; 4714825; 4715096; 4715099; 4715184; 4715209; 4715224; 4715245; 4715342; 4715488; 4715829; 4715876; 4715906; 4717531; 4717551; 4717565; 4717566; 4717578; 4717651; 4718132; 4718463; 4718582; 4719929; 4720331; 4720674; 4726002; 4726514; 4729884; 4735250; 4736071; 4737180; 4740376; 4740378; 4740750; 4741190; 4741234; 4741340; 4742842; 4743622; 4743956; 4744220; 4744640; 4745127; 4746165; 4746925; 4747557; 4760260; 4760451; 4760519; 4762123; 4762973; 4763082; 4764186; 4765793; 4766065; 4766073; 4766740; 4769204; 4769281; 7008766; 8580673; 8636877; 10433578; 10733392; 10929867; 11089831,1; 54; 216; 1470; 7854,
Omalus,T783,Q4045744,genus,3258860,,1; 54; 216; 1457; 7903,
Omalus aeneus,T784,Q14584774,species,5870042,,1; 54; 216; 1457; 7903; 3258860,
Omalus auratus,T785,Q49414791,species,10443724,,1; 54; 216; 1457; 7903; 4494196; 4494208,
Omalus biaccinctus,T786,Q14584776,species,6097115,,1; 54; 216; 1457; 7903; 3258860,
Omphralidae,T787,Q1404864,family,3526,,1; 54; 216; 811,
Oncodidae,T788,Q1031499,family,3328,,1; 54; 216; 811,
Oncophorus,T789,Q17283193,genus,2675392,,6; 35; 327; 1335; 4641,
Oniscidae,T790,Q3012315,family,5381,,1; 54; 229; 643,
Oniscidea,T791,Q216191,suborder,,2037; 2041; 2042; 2043; 4572; 4578; 5356; 5360; 5362; 5380; 5381; 5388; 5393; 5396; 5765; 5769; 5770; 8696; 8884; 8890; 8896; 8904; 2204218; 2214022; 3254464; 4303720; 4641392; 4667273; 4667468; 4667495; 4805143; 4806150; 8845541,1; 54; 229; 643,
Oniscoidea,T792,Q7093945,superfamily,,2041; 2043; 4578; 5360; 5380; 5381; 5388; 5393; 5769; 5770; 8696; 8884; 8896; 8904; 4303720; 8845541,1; 54; 229; 643,
Onychopterocheilus,T793,Q4045847,genus,1329192,,1; 54; 216; 1457; 4240,
Opetiidae,T794,Q1649464,family,9500,,1; 54; 216; 811,
Opiinae,T795,Q3884179,subfamily,,1250266; 1250652; 1269675; 4404620; 8773527; 9190904,1; 54; 216; 1457; 6910,
Opiliones,T796,Q19116,order,907,,1; 54; 367,
Opisthobranchia,T797,Q752186,infraclass,,454; 980; 1455; 6104471; 6104480; 6104483; 7853392; 9697017; 10413826,1; 52; 225,
Opomyzidae,T798,Q1508950,family,5576,,1; 54; 216; 811,
Orchidaceae,T799,Q25308,family,7689,,6; 7707728; 196; 1169,
Oribatida,T800,Q1387882,order,4653212,,1; 54; 367,
Orneodidae,T801,Q162872,family,4542,,1; 54; 216; 797,
Orobanche,T802,Q157302,genus,3173259,,6; 7707728; 220; 408; 6651,
Orobitidinae,T803,Q11982293,subfamily,,4769093,1; 54; 216; 1470; 4239,
Orphnephilidae,T804,Q1265944,family,3518,,1; 54; 216; 811,
Orthocladiinae,T805,Q7104423,subfamily,,1445723; 1447114; 1449429; 1451295; 1452831; 1454015; 4790344; 4794571; 4794592; 4794633; 8940801; 9064304; 9316688; 9405875; 9496906; 9571583; 9802851; 10545210,1; 54; 216; 811; 3343,
